entity,attribute_name,attribute_value,section_title,source_file,evidence,confidence,method,source_relation
双亲委派,特性,有序性,使用ThreadLocal,JVM.txt,"简单说,双亲委派就像 「孩子找东西先问家长,家长解决不了再自己找」,通过层级委派确保了 Java 核心类的安全和类加载的有序性,是 Java 运行时环境稳定的基础",0.78,attribute_extraction_feature_pattern,
双亲委派,特性,稳定,使用ThreadLocal,JVM.txt,"简单说,双亲委派就像 「孩子找东西先问家长,家长解决不了再自己找」,通过层级委派确保了 Java 核心类的安全和类加载的有序性,是 Java 运行时环境稳定的基础",0.78,attribute_extraction_feature_pattern,
可靠传输,特性,不重复,1 TCP 与 UDP 详细区别,cn.txt,"TCP:可靠传输,通过序列号、确认应答 ACK、超时重传、流量控制、拥塞控制,保证数据无差错、不丢失、不重复、按序到达",0.78,attribute_extraction_feature_pattern,
哈希函数,特性,高效,全文,data_structure.txt,"哈希表是一种基于哈希函数的数据结构,用于实现高效的查找操作",0.78,attribute_extraction_feature_pattern,
哈希表,特性,高效,全文,data_structure.txt,"哈希表是一种基于哈希函数的数据结构,用于实现高效的查找操作",0.78,attribute_extraction_feature_pattern,
垃圾回收,特性,缓存,全文,JVM.txt,"如果一个对象被垃圾回收,下次尝试从缓存中获取时,get()方法会返回null,这时我们可以重新创建对象并将其放入缓存中",0.78,attribute_extraction_feature_pattern,
多路复用,特性,阻塞,1.1 HTTP 各版本演进,cn.txt,"多路复用:单 TCP 连接并发传输多请求,解决应用层队头阻塞",0.78,attribute_extraction_feature_pattern,
头部压缩,特性,高效,1.1 HTTP 各版本演进,cn.txt,"头部压缩:QPACK 算法,比 HPACK 更高效",0.78,attribute_extraction_feature_pattern,
客户端,特性,同步,4.1 三次握手(建立连接,cn.txt,"目的:确认客户端与服务器的发送、接收能力均正常,同步初始序列号",0.78,attribute_extraction_feature_pattern,
就绪,特性,阻塞,线程与并发,java.txt,线程状态:新建、就绪、运行、阻塞、等待、超时等待、终止,0.78,attribute_extraction_feature_pattern,
就绪状态,特性,阻塞,进程与线程,os.txt,"就绪状态表示进程具备运行条件,只等待 CPU;运行状态表示进程正在占用处理器执行;阻塞状态表示进程因等待某个事件而暂时无法运行,例如等待 I/O 完成",0.78,attribute_extraction_feature_pattern,
常量池缓存,特性,缓存,全文,JVM.txt,"常量池缓存:用于提升类加载的效率,将常用的常量缓存起来方便使用",0.78,attribute_extraction_feature_pattern,
幂等性,特性,幂等,3.2 GET 与 POST,cn.txt,"幂等性:GET 幂等(多次请求无副作用),POST 非幂等",0.78,attribute_extraction_feature_pattern,
弱引用,特性,缓存,全文,JVM.txt,"使用弱引用来维护缓存,可以让JVM在需要更多内存时自动清理这些缓存对象",0.78,attribute_extraction_feature_pattern,
括号匹配问题,特性,缓存,全文,data_structure.txt,"例如,栈用于括号匹配问题,队列用于广度优先搜索,堆用于实现优先队列,图用于建模网络关系,哈希表用于缓存系统",0.78,attribute_extraction_feature_pattern,
接口,特性,可重复,集合框架,java.txt,"Map接口:存储键值对,键不重复,值可重复",0.78,attribute_extraction_feature_pattern,
接口,特性,不重复,集合框架,java.txt,"Map接口:存储键值对,键不重复,值可重复",0.78,attribute_extraction_feature_pattern,
操作系统,特性,有序,总结,os.txt,"总体而言,操作系统课程研究的是如何让计算机系统在多任务、多用户、多资源约束下高效、有序、安全地运行",0.78,attribute_extraction_feature_pattern,
操作系统,特性,高效,总结,os.txt,"总体而言,操作系统课程研究的是如何让计算机系统在多任务、多用户、多资源约束下高效、有序、安全地运行",0.78,attribute_extraction_feature_pattern,
文件系统,特性,有序,操作系统的主要功能,os.txt,"操作系统通过文件系统将数据组织为文件和目录,并提供创建、删除、读写、共享、权限控制等功能,从而使数据管理变得有序、可控",0.78,attribute_extraction_feature_pattern,
新建,特性,阻塞,线程与并发,java.txt,线程状态:新建、就绪、运行、阻塞、等待、超时等待、终止,0.78,attribute_extraction_feature_pattern,
无状态,特性,分布式,2.3 Token/JWT(无状态认证,cn.txt,优势:无状态、分布式友好、无需服务器存储 Session,0.78,attribute_extraction_feature_pattern,
权限,特性,稳定,操作系统的结构与运行机制,os.txt,这种权限分离机制是保障系统稳定性和安全性的基础,0.78,attribute_extraction_feature_pattern,
浏览器,特性,缓存,5.3 DNS 解析流程,cn.txt,浏览器缓存→系统缓存→路由器缓存→本地 DNS 服务器→根服务器→TLD 服务器→权威服务器→返回 IP,0.78,attribute_extraction_feature_pattern,
线程,特性,高效,使用ThreadLocal,JVM.txt,"吞吐量 = 用户线程时间/(用户线程时间+GC线程时间),高吞吐量可以高效率的利用CPU时间,尽快完成程序的运算任务,适合后台应用等对交互相应要求不高的场景;",0.78,attribute_extraction_feature_pattern,
线程状态,特性,阻塞,线程与并发,java.txt,线程状态:新建、就绪、运行、阻塞、等待、超时等待、终止,0.78,attribute_extraction_feature_pattern,
缓冲,特性,缓存,设备管理与输入输出系统,os.txt,"缓冲可以缓解速度不匹配的问题;缓存通过保留近期使用的数据减少慢速设备访问次数;假脱机技术常用于打印系统,使多个任务共享独占型设备;DMA 则允许设备在不频繁打断 CPU 的情况下直接与内存交换数据,显著提升传输效率",0.78,attribute_extraction_feature_pattern,
缓存系统,特性,缓存,全文,JVM.txt,"假设我们有一个缓存系统,我们使用弱引用来维护缓存中的对象:",0.78,attribute_extraction_feature_pattern,
网络操作系统,特性,分布式,操作系统的发展历程,os.txt,"再后来,网络操作系统、分布式系统、移动操作系统、嵌入式操作系统和云计算平台不断涌现,使操作系统的应用范围远超传统桌面环境",0.78,attribute_extraction_feature_pattern,
自定义类加载器,特性,加密,使用ThreadLocal,JVM.txt,"自定义类加载器(Custom Class Loader):开发者可以根据需求定制类的加载方式,比如从网络加载class文件、数据库、甚至是加密的文件中加载类等",0.78,attribute_extraction_feature_pattern,
表示层,特性,压缩,1.1 OSI 七层模型(国际标准化组织制定,cn.txt,"表示层:负责数据处理,包括编解码、加密解密、压缩解压缩,保证数据能被正确识别",0.78,attribute_extraction_feature_pattern,
表示层,特性,加密,1.1 OSI 七层模型(国际标准化组织制定,cn.txt,"表示层:负责数据处理,包括编解码、加密解密、压缩解压缩,保证数据能被正确识别",0.78,attribute_extraction_feature_pattern,
调度,特性,公平,处理器调度与调度算法,os.txt,调度的目标通常包括提高 CPU 利用率、增加系统吞吐量、减少周转时间、缩短响应时间和保证公平性,0.78,attribute_extraction_feature_pattern,
进程,特性,阻塞,进程与线程,os.txt,"就绪状态表示进程具备运行条件,只等待 CPU;运行状态表示进程正在占用处理器执行;阻塞状态表示进程因等待某个事件而暂时无法运行,例如等待 I/O 完成",0.78,attribute_extraction_feature_pattern,
进程,特性,同步,操作系统课程的学习方法,os.txt,"例如进程切换会影响调度性能,同步机制会影响并发正确性,页面置换会影响内存效率,文件系统设计又会关系到外存访问性能和可靠性",0.78,attribute_extraction_feature_pattern,
进程与线程,特性,同步,总结,os.txt,"它通过进程与线程机制实现并发执行,通过调度算法提高处理器利用率,通过同步与互斥保证共享资源访问正确,通过内存管理和虚拟内存扩展系统能力,通过文件系统组织长期数据,通过设备管理协调各种外设工作,并通过权限控制和安全机制维护系统稳定",0.78,attribute_extraction_feature_pattern,
进程与线程,特性,稳定,总结,os.txt,"它通过进程与线程机制实现并发执行,通过调度算法提高处理器利用率,通过同步与互斥保证共享资源访问正确,通过内存管理和虚拟内存扩展系统能力,通过文件系统组织长期数据,通过设备管理协调各种外设工作,并通过权限控制和安全机制维护系统稳定",0.78,attribute_extraction_feature_pattern,
键值对,特性,可重复,集合框架,java.txt,"Map接口:存储键值对,键不重复,值可重复",0.78,attribute_extraction_feature_pattern,
键值对,特性,不重复,集合框架,java.txt,"Map接口:存储键值对,键不重复,值可重复",0.78,attribute_extraction_feature_pattern,
Java,修饰符,public,抽象类与接口,java.txt,"接口:所有方法默认是public abstract(Java 8后可以有默认方法和静态方法),字段默认是public static final",0.778,relation_disambiguation_reclassified,is_a
GC Roots,特性,STW,使用ThreadLocal,JVM.txt,"初始标记阶段:初始标记阶段是指从GC Roots出发标记全部直接子节点的过程,该阶段是STW的",0.776,relation_disambiguation_reclassified,is_a
extends,定义,父类,继承与多态,java.txt,"继承使用extends关键字,Java是单继承,一个类只能有一个直接父类",0.772,relation_disambiguation_reclassified,is_a
直接内存,特性,NIO,全文,JVM.txt,"直接内存:不属于 JVM 运行时数据区的一部分,通过 NIO 类引入,是一种堆外内存,可以显著提高 I/O 性能",0.772,relation_disambiguation_reclassified,is_a
CMS,特性,Serial,使用ThreadLocal,JVM.txt,"CMS收集器是老年代的收集器,可以配合新生代的Serial和ParNew收集器一起使用",0.77,relation_disambiguation_reclassified,is_a
虚引用也,特性,PhantomReference,全文,JVM.txt,"虚引用也被称作幻影引用,是最弱的引用关系,可以用PhantomReference来描述,他必须和ReferenceQueue一起使用,同样的当发生GC的时候,虚引用也会被回收",0.77,relation_disambiguation_reclassified,is_a
接口,特性,Java,抽象类与接口,java.txt,"接口:所有方法默认是public abstract(Java 8后可以有默认方法和静态方法),字段默认是public static final",0.766,relation_disambiguation_reclassified,is_a
新生代,特性,G1,使用ThreadLocal,JVM.txt,标记-复制算法应用在CMS新生代(ParNew是CMS默认的新生代垃圾回收器)和G1垃圾回收器中,0.766,relation_disambiguation_reclassified,is_a
访问控制修饰符,默认值,default,关键字与修饰符,java.txt,访问控制修饰符:private、default(无修饰符)、protected、public,0.766,relation_disambiguation_reclassified,has_part
元空间,特性,JVM,全文,JVM.txt,"根据 JDK 8 规范,JVM 运行时内存共分为虚拟机栈、堆、元空间、程序计数器、本地方法栈五个部分",0.764,relation_disambiguation_reclassified,is_a
清理阶段,特性,G1,使用ThreadLocal,JVM.txt,G1的混合回收过程可以分为标记阶段、清理阶段和复制阶段,0.764,relation_disambiguation_reclassified,is_a
Annotation,定义,"一种元数据,不直接影响代码逻辑,但可以被工具或框架解析",注解,java.txt,"注解(Annotation)是一种元数据,不直接影响代码逻辑,但可以被工具或框架解析",0.76,attribute_extraction_definition_pattern,
CPU,定义,"极其宝贵的资源,操作系统必须决定“谁先运行、运行多久、何时切换",操作系统的主要功能,os.txt,"由于 CPU 是极其宝贵的资源,操作系统必须决定“谁先运行、运行多久、何时切换”",0.76,attribute_extraction_definition_pattern,
Deadlock,定义,"指多个进程因争夺资源而形成相互等待,从而都无法继续执行的状态",进程同步、互斥与死锁,os.txt,"死锁(Deadlock)是指多个进程因争夺资源而形成相互等待,从而都无法继续执行的状态",0.76,attribute_extraction_definition_pattern,
G1,定义,老年代和新生代,使用ThreadLocal,JVM.txt,G1收集器收集范围是老年代和新生代,0.76,attribute_extraction_definition_pattern,
G1,定义,"标记-整理”算法,进行了空间整合,没有内存空间碎片",使用ThreadLocal,JVM.txt,"G1收集器使用的是“标记-整理”算法,进行了空间整合,没有内存空间碎片",0.76,attribute_extraction_definition_pattern,
G1,定义,"引入分区的思路,弱化了分代的概念",使用ThreadLocal,JVM.txt,"G1最大的特点是引入分区的思路,弱化了分代的概念",0.76,attribute_extraction_definition_pattern,
Process,定义,操作系统课程中最重要的概念之一,进程与线程,os.txt,进程(Process)是操作系统课程中最重要的概念之一,0.76,attribute_extraction_definition_pattern,
String,定义,"不可变的(immutable),任何修改都会产生新对象",字符串,java.txt,"String类是不可变的(immutable),任何修改都会产生新对象",0.76,attribute_extraction_definition_pattern,
二叉树,定义,"一种特殊的树结构,每个节点最多有两个子节点",全文,data_structure.txt,"二叉树是一种特殊的树结构,每个节点最多有两个子节点",0.76,attribute_extraction_definition_pattern,
使用,定义,避免重复加载 Java 类型,使用ThreadLocal,JVM.txt,使用委派模型的目的是避免重复加载 Java 类型,0.76,attribute_extraction_definition_pattern,
内存,定义,操作系统中技术性很强的一部分,内存管理与虚拟内存,os.txt,内存管理是操作系统中技术性很强的一部分,0.76,attribute_extraction_definition_pattern,
分代回收,定义,将内存划分成了新生代和老年代,使用ThreadLocal,JVM.txt,分代回收算法:分代收集是将内存划分成了新生代和老年代,0.76,attribute_extraction_definition_pattern,
加载,定义,双向绑定的共生关系,使用ThreadLocal,JVM.txt,类与其加载器是双向绑定的共生关系,0.76,attribute_extraction_definition_pattern,
垃圾回收,定义,"什么,是为了解决了什么问题?",使用ThreadLocal,JVM.txt,"#垃圾回收算法是什么,是为了解决了什么问题?",0.76,attribute_extraction_definition_pattern,
垃圾回收,定义,为了解决内存管理的问题,使用ThreadLocal,JVM.txt,JVM有垃圾回收机制的原因是为了解决内存管理的问题,0.76,attribute_extraction_definition_pattern,
垃圾回收,定义,"自动检测和回收不再使用的对象,从而释放它们所占用的内存空间",使用ThreadLocal,JVM.txt,"垃圾回收机制的主要目标是自动检测和回收不再使用的对象,从而释放它们所占用的内存空间",0.76,attribute_extraction_definition_pattern,
垃圾回收,定义,"这些算法的实现,不同回收器适用场景不同",使用ThreadLocal,JVM.txt,"具体的垃圾回收器就是这些算法的实现,不同回收器适用场景不同",0.76,attribute_extraction_definition_pattern,
堆溢出,定义,由于创建了太多的大对象或未能及时回收不再使用的对象,全文,JVM.txt,堆溢出通常是由于创建了太多的大对象或未能及时回收不再使用的对象,0.76,attribute_extraction_definition_pattern,
处理器管理,定义,让 CPU 合理地服务多个程序,操作系统的主要功能,os.txt,处理器管理的核心任务是让 CPU 合理地服务多个程序,0.76,attribute_extraction_definition_pattern,
复制算法,定义,"将内存分成两块,每次申请内存时都使用其中的一块,当内存不够时,将这一块内存中所有存活的复制到另一块上",使用ThreadLocal,JVM.txt,"复制算法的原理是,将内存分成两块,每次申请内存时都使用其中的一块,当内存不够时,将这一块内存中所有存活的复制到另一块上",0.76,attribute_extraction_definition_pattern,
大对象,定义,"指需要大量连续内存空间的对象,如大数组",全文,JVM.txt,"大对象是指需要大量连续内存空间的对象,如大数组",0.76,attribute_extraction_definition_pattern,
弱引用,定义,"创建非强制性的对象引用,这些引用可以在内存压力大时被垃圾回收器清理,从而避免内存泄露",全文,JVM.txt,"弱引用的一个主要用途是创建非强制性的对象引用,这些引用可以在内存压力大时被垃圾回收器清理,从而避免内存泄露",0.76,attribute_extraction_definition_pattern,
强引用指,定义,"代码中普遍存在的赋值方式,比如A a = new A()这种",全文,JVM.txt,"强引用指的就是代码中普遍存在的赋值方式,比如A a = new A()这种",0.76,attribute_extraction_definition_pattern,
操作系统,特性,Linux,操作系统的概念与地位,os.txt,"从课程学习的角度来看,操作系统并不是单纯介绍某一个具体系统,如 Windows、Linux 或 macOS,而是研究“计算机系统如何高效、安全、可靠地运行”的一般规律",0.76,relation_disambiguation_reclassified,is_a
数据结构,定义,"计算机科学中的基础领域,主要研究数据的组织、存储和操作方式",全文,data_structure.txt,"数据结构是计算机科学中的基础领域,主要研究数据的组织、存储和操作方式",0.76,attribute_extraction_definition_pattern,
数组,定义,"引用类型,长度固定,存储同一类型的数据",数组,java.txt,"数组是引用类型,长度固定,存储同一类型的数据",0.76,attribute_extraction_definition_pattern,
文件系统,定义,用户感知最直接的操作系统功能之一,文件系统,os.txt,文件系统是用户感知最直接的操作系统功能之一,0.76,attribute_extraction_definition_pattern,
文件系统,定义,"能存”,还要“易找、易管、可靠、安全",文件系统,os.txt,"文件系统的目标不仅是“能存”,还要“易找、易管、可靠、安全”",0.76,attribute_extraction_definition_pattern,
权限,定义,保障系统稳定性和安全性的基础,操作系统的结构与运行机制,os.txt,这种权限分离机制是保障系统稳定性和安全性的基础,0.76,attribute_extraction_definition_pattern,
直接引用,定义,"直接指向目标的指针、相对偏移量或是一个能间接定位到目标的句柄,直接引用是和虚拟机实现的内存布局相关的",使用ThreadLocal,JVM.txt,"直接引用可以是直接指向目标的指针、相对偏移量或是一个能间接定位到目标的句柄,直接引用是和虚拟机实现的内存布局相关的",0.76,attribute_extraction_definition_pattern,
磁盘,定义,"原始二进制块,将极难使用",操作系统的主要功能,os.txt,"磁盘上的信息若只是原始二进制块,将极难使用",0.76,attribute_extraction_definition_pattern,
符号引用,定义,"以一组符号来描述所引用的目标,符号可以是任何形式的字面量,只要使用的时候可以无歧义地定位到目标即可",使用ThreadLocal,JVM.txt,"符号引用是以一组符号来描述所引用的目标,符号可以是任何形式的字面量,只要使用的时候可以无歧义地定位到目标即可",0.76,attribute_extraction_definition_pattern,
线程,定义,"Native 方法,计数器值为 null",全文,JVM.txt,"如果线程执行的是 Native 方法,计数器值为 null",0.76,attribute_extraction_definition_pattern,
调度,定义,操作系统实现“多任务并发”的核心机制,处理器调度与调度算法,os.txt,调度是操作系统实现“多任务并发”的核心机制,0.76,attribute_extraction_definition_pattern,
转移阶段,定义,"STW的,其中内存分配通常耗时非常短,但对象成员变量的复制耗时有可能较长,这是因为复制耗时与存活对象数量与对象复杂度成正比",使用ThreadLocal,JVM.txt,"转移阶段是STW的,其中内存分配通常耗时非常短,但对象成员变量的复制耗时有可能较长,这是因为复制耗时与存活对象数量与对象复杂度成正比",0.76,attribute_extraction_definition_pattern,
进程同步,定义,操作系统课程中的重点与难点,进程同步、互斥与死锁,os.txt,"因此,进程同步与互斥是操作系统课程中的重点与难点",0.76,attribute_extraction_definition_pattern,
标记-清除,特性,GC,JVM基础,java.txt,"垃圾回收(GC):主要回收堆内存,算法包括标记-清除、复制、标记-整理、分代收集",0.756,relation_disambiguation_reclassified,is_a
Full GC,特性,Stop The World,使用ThreadLocal,JVM.txt,"特点:Full GC是最昂贵的操作,因为它需要停止所有的工作线程(Stop The World),遍历整个堆内存来查找和回收不再使用的对象,因此应尽量减少Full GC的触发",0.752,relation_disambiguation_reclassified,is_a
ThreadLocalMap,特性,value,使用ThreadLocal,JVM.txt,"ThreadLocal的实现中,每个Thread维护一个ThreadLocalMap映射表,key是ThreadLocal实例本身,value是真正需要存储的Object",0.746,relation_disambiguation_reclassified,is_a
Young GC,特性,gc,使用ThreadLocal,JVM.txt,"根据其作用范围和触发条件的不同,可以将GC分为三种类型:Minor GC(也称为Young GC)、Major GC(有时也称为Old GC)、以及Full GC",0.746,relation_disambiguation_reclassified,is_a
实例,修饰符,abstract,抽象类与接口,java.txt,"抽象类:使用abstract修饰,可以包含抽象方法和具体方法,不能实例化",0.746,relation_disambiguation_reclassified,is_a
Java 堆,特性,G1,使用ThreadLocal,JVM.txt,"G1(Garbage First)收集器 (标记-整理算法): Java堆并行收集器,G1收集器是JDK1.7提供的一个新收集器,G1收集器基于“标记-整理”算法实现,也就是说不会产生内存碎片",0.742,relation_disambiguation_reclassified,is_a
线程,特性,CPU,进程与线程,os.txt,"线程(Thread)则是比进程更轻量的执行单位,通常被称为 CPU 调度的基本单位",0.742,relation_disambiguation_reclassified,is_a
验证,特性,JVM,使用ThreadLocal,JVM.txt,"验证(Verification),这是虚拟机安全的重要保障,JVM 需要核验字节信息是符合 Java 虚拟机规范的,否则就被认为是 VerifyError,这样就防止了恶意信息或者不合规的信息危害 JVM 的运行,验证阶段有可能触发更多 class 的加载",0.742,relation_disambiguation_reclassified,is_a
ParNew,特性,Serial,使用ThreadLocal,JVM.txt,"ParNew收集器 (复制算法): 新生代收并行集器,实际上是Serial收集器的多线程版本,在多核CPU环境下有着比Serial更好的表现",0.74,relation_disambiguation_reclassified,is_a
程序计数器,特性,JVM,全文,JVM.txt,"根据 JDK 8 规范,JVM 运行时内存共分为虚拟机栈、堆、元空间、程序计数器、本地方法栈五个部分",0.74,relation_disambiguation_reclassified,is_a
老年代,特性,G1,使用ThreadLocal,JVM.txt,"此外,G1收集器不同于之前的收集器的一个重要特点是:G1回收的范围是整个Java堆(包括新生代,老年代),而前六种收集器回收的范围仅限于新生代或老年代",0.74,relation_disambiguation_reclassified,is_a
Java,修饰符,static,抽象类与接口,java.txt,"接口:所有方法默认是public abstract(Java 8后可以有默认方法和静态方法),字段默认是public static final",0.736,relation_disambiguation_reclassified,is_a
复制阶段,特性,G1,使用ThreadLocal,JVM.txt,G1的混合回收过程可以分为标记阶段、清理阶段和复制阶段,0.734,relation_disambiguation_reclassified,is_a
初始标记阶段,特性,STW,使用ThreadLocal,JVM.txt,"初始标记阶段:初始标记阶段是指从GC Roots出发标记全部直接子节点的过程,该阶段是STW的",0.73,relation_disambiguation_reclassified,is_a
CMS,特性,G1,使用ThreadLocal,JVM.txt,标记-复制算法应用在CMS新生代(ParNew是CMS默认的新生代垃圾回收器)和G1垃圾回收器中,0.728,relation_disambiguation_reclassified,is_a
CMS,特性,ParNew,使用ThreadLocal,JVM.txt,"CMS收集器是老年代的收集器,可以配合新生代的Serial和ParNew收集器一起使用",0.728,relation_disambiguation_reclassified,is_a
Exception,定义,父类,异常处理,java.txt,"Throwable是顶级父类,下面分为Error(严重错误,不可处理)和Exception(可处理)",0.728,relation_disambiguation_reclassified,is_a
Throwable,特性,Exception,异常处理,java.txt,"Throwable是顶级父类,下面分为Error(严重错误,不可处理)和Exception(可处理)",0.728,relation_disambiguation_reclassified,is_a
abstract,修饰符,public,抽象类与接口,java.txt,"接口:所有方法默认是public abstract(Java 8后可以有默认方法和静态方法),字段默认是public static final",0.728,relation_disambiguation_reclassified,is_a
abstract,定义,实例,抽象类与接口,java.txt,"抽象类:使用abstract修饰,可以包含抽象方法和具体方法,不能实例化",0.726,relation_disambiguation_reclassified,has_part
加载,特性,Extension ClassLoader,使用ThreadLocal,JVM.txt,"具体来说,Java 的类加载器有一套默认的层级结构:最顶层是Bootstrap ClassLoader(启动类加载器,负责加载 JDK 核心类,如java.lang.String),往下是Extension ClassLoader(扩展类加载器,加载 JDK 扩展目录的类),再往下是AppClassLoader(应用类加载器,加载我们自己写的类和第三方 jar 包),我们也可以自定义类加载器,放在最下层",0.724,relation_disambiguation_reclassified,is_a
复制,特性,GC,JVM基础,java.txt,"垃圾回收(GC):主要回收堆内存,算法包括标记-清除、复制、标记-整理、分代收集",0.72,relation_disambiguation_reclassified,is_a
多道程序设计,特性,CPU,操作系统的发展历程,os.txt,"所谓多道程序设计,是指将多个程序同时装入内存,在一个程序因输入输出操作而等待时,CPU 可以切换去执行其他程序,从而减少处理器空闲时间,提高系统吞吐量",0.718,relation_disambiguation_reclassified,is_a
常量,特性,String,全文,JVM.txt,"所以,如果abc这个字符串常量不存在,则创建两个对象,分别是abc这个字符串常量,以及new String这个实例对象",0.718,relation_disambiguation_reclassified,is_a
栈溢出,特性,JVM,全文,JVM.txt,"栈溢出(java.lang.StackOverflowError)是 JVM 中另一种常见的内存错误,和堆溢出的原理与场景截然不同",0.718,relation_disambiguation_reclassified,is_a
继承,定义,父类,继承与多态,java.txt,"继承使用extends关键字,Java是单继承,一个类只能有一个直接父类",0.718,relation_disambiguation_reclassified,is_a
Class,定义,实例,面向对象基础,java.txt,"类(Class)和对象(Object)的关系:类是对象的模板,对象是类的实例",0.716,relation_disambiguation_reclassified,is_a
JVM,特性,VerifyError,使用ThreadLocal,JVM.txt,"验证(Verification),这是虚拟机安全的重要保障,JVM 需要核验字节信息是符合 Java 虚拟机规范的,否则就被认为是 VerifyError,这样就防止了恶意信息或者不合规的信息危害 JVM 的运行,验证阶段有可能触发更多 class 的加载",0.712,relation_disambiguation_reclassified,is_a
复制算法,特性,G1,使用ThreadLocal,JVM.txt,标记-复制算法应用在CMS新生代(ParNew是CMS默认的新生代垃圾回收器)和G1垃圾回收器中,0.712,relation_disambiguation_reclassified,is_a
操作系统,特性,macOS,操作系统的概念与地位,os.txt,"从课程学习的角度来看,操作系统并不是单纯介绍某一个具体系统,如 Windows、Linux 或 macOS,而是研究“计算机系统如何高效、安全、可靠地运行”的一般规律",0.712,relation_disambiguation_reclassified,is_a
Java,修饰符,final,抽象类与接口,java.txt,"接口:所有方法默认是public abstract(Java 8后可以有默认方法和静态方法),字段默认是public static final",0.71,relation_disambiguation_reclassified,is_a
内存溢出,特性,OutOfMemoryError,全文,JVM.txt,"内存溢出:内存溢出是指Java虚拟机(JVM)在申请内存时,无法找到足够的内存,最终引发OutOfMemoryError",0.71,relation_disambiguation_reclassified,is_a
初始化,特性,JVM,使用ThreadLocal,JVM.txt,"但这里的“初始化”和下面的显式初始化阶段是有区别的,侧重点在于分配所需要的内存空间,不会去执行更进一步的 JVM 指令",0.71,relation_disambiguation_reclassified,is_a
启动类加载器,特性,Extension ClassLoader,使用ThreadLocal,JVM.txt,"具体来说,Java 的类加载器有一套默认的层级结构:最顶层是Bootstrap ClassLoader(启动类加载器,负责加载 JDK 核心类,如java.lang.String),往下是Extension ClassLoader(扩展类加载器,加载 JDK 扩展目录的类),再往下是AppClassLoader(应用类加载器,加载我们自己写的类和第三方 jar 包),我们也可以自定义类加载器,放在最下层",0.71,relation_disambiguation_reclassified,is_a
标记-整理算法,特性,G1,使用ThreadLocal,JVM.txt,"G1(Garbage First)收集器 (标记-整理算法): Java堆并行收集器,G1收集器是JDK1.7提供的一个新收集器,G1收集器基于“标记-整理”算法实现,也就是说不会产生内存碎片",0.71,relation_disambiguation_reclassified,is_a
首先是加载阶段,特性,JVM,使用ThreadLocal,JVM.txt,"首先是加载阶段(Loading),它是 Java 将字节码数据从不同的数据源读取到 JVM 中,并映射为 JVM 认可的数据结构(Class 对象),这里的数据源可能是各种各样的形态,如 jar 文件、class 文件,甚至是网络数据源等",0.71,relation_disambiguation_reclassified,is_a
本地方法栈,特性,JVM,全文,JVM.txt,"根据 JDK 8 规范,JVM 运行时内存共分为虚拟机栈、堆、元空间、程序计数器、本地方法栈五个部分",0.704,relation_disambiguation_reclassified,is_a
标记-整理,特性,GC,JVM基础,java.txt,"垃圾回收(GC):主要回收堆内存,算法包括标记-清除、复制、标记-整理、分代收集",0.702,relation_disambiguation_reclassified,is_a
方法区,特性,GC Roots,使用ThreadLocal,JVM.txt,GC Roots对象包括:虚拟机栈(栈帧中的本地变量表)中引用的对象、方法区中类静态属性引用的对象、本地方法栈中JNI(Java Native Interface)引用的对象、活跃线程的引用等,0.698,relation_disambiguation_reclassified,is_a
abstract,修饰符,static,抽象类与接口,java.txt,"接口:所有方法默认是public abstract(Java 8后可以有默认方法和静态方法),字段默认是public static final",0.69,relation_disambiguation_reclassified,is_a
Major GC,特性,gc,使用ThreadLocal,JVM.txt,"根据其作用范围和触发条件的不同,可以将GC分为三种类型:Minor GC(也称为Young GC)、Major GC(有时也称为Old GC)、以及Full GC",0.686,relation_disambiguation_reclassified,is_a
访问控制修饰符,修饰符,protected,关键字与修饰符,java.txt,访问控制修饰符:private、default(无修饰符)、protected、public,0.682,relation_disambiguation_reclassified,has_part
Exception,特性,Throwable,异常处理,java.txt,"Throwable是顶级父类,下面分为Error(严重错误,不可处理)和Exception(可处理)",0.678,relation_disambiguation_reclassified,is_a
分代收集,特性,GC,JVM基础,java.txt,"垃圾回收(GC):主要回收堆内存,算法包括标记-清除、复制、标记-整理、分代收集",0.666,relation_disambiguation_reclassified,is_a
抽象类,定义,实例,抽象类与接口,java.txt,"抽象类:使用abstract修饰,可以包含抽象方法和具体方法,不能实例化",0.66,relation_disambiguation_reclassified,has_part
本地方法栈,特性,GC Roots,使用ThreadLocal,JVM.txt,GC Roots对象包括:虚拟机栈(栈帧中的本地变量表)中引用的对象、方法区中类静态属性引用的对象、本地方法栈中JNI(Java Native Interface)引用的对象、活跃线程的引用等,0.66,relation_disambiguation_reclassified,is_a
Unchecked Exception,特性,Exception,异常处理,java.txt,"Exception分为:Checked Exception(编译时异常,必须处理)和Unchecked Exception(运行时异常,不强制处理)",0.642,relation_disambiguation_reclassified,is_a
