id,source,target,relation,sourceName,targetName,sourceType,targetType,confidence,evidence,patternName,sourceFile,sectionTitle,domain,method
edge:518:data_structure:概率型数据结构:used_for:误判率,data_structure:概率型数据结构,data_structure:误判率,used_for,概率型数据结构,误判率,性质与规则实体,性质与规则实体,0.708,"布隆过滤器是一种空间效率较高的概率型数据结构,用于判断元素是否存在于集合中,但存在一定的误判率",用途关系,data_structure.txt,全文,data_structure,relation_taxonomy_normalization+direction_normalization+evidence_weighted_relation_voting
edge:519:data_structure:空间效率较高:used_for:误判率,data_structure:空间效率较高,data_structure:误判率,used_for,空间效率较高,误判率,性质与规则实体,性质与规则实体,0.66,"布隆过滤器是一种空间效率较高的概率型数据结构,用于判断元素是否存在于集合中,但存在一定的误判率",用途关系,data_structure.txt,全文,data_structure,relation_taxonomy_normalization+direction_normalization+evidence_weighted_relation_voting
edge:544:data_structure:队列:used_for:任务调度,data_structure:队列,data_structure:任务调度,used_for,队列,任务调度,具体数据结构实体,应用场景实体,0.728,"队列是一种先进先出(FIFO)的数据结构,常用于任务调度和缓冲区管理",用途关系,data_structure.txt,全文,data_structure,relation_taxonomy_normalization+direction_normalization+evidence_weighted_relation_voting
edge:545:data_structure:队列:used_for:优先队列,data_structure:队列,data_structure:优先队列,used_for,队列,优先队列,具体数据结构实体,具体数据结构实体,0.756,"例如,栈用于括号匹配问题,队列用于广度优先搜索,堆用于实现优先队列,图用于建模网络关系,哈希表用于缓存系统",用途关系,data_structure.txt,全文,data_structure,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:546:data_structure:队列:used_for:哈希表,data_structure:队列,data_structure:哈希表,used_for,队列,哈希表,具体数据结构实体,具体数据结构实体,0.666,"例如,栈用于括号匹配问题,队列用于广度优先搜索,堆用于实现优先队列,图用于建模网络关系,哈希表用于缓存系统",用途关系,data_structure.txt,全文,data_structure,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:547:data_structure:队列:used_for:广度优先搜索,data_structure:队列,data_structure:广度优先搜索,used_for,队列,广度优先搜索,具体数据结构实体,算法与操作实体,0.848,"例如,栈用于括号匹配问题,队列用于广度优先搜索,堆用于实现优先队列,图用于建模网络关系,哈希表用于缓存系统",用途关系,data_structure.txt,全文,data_structure,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:548:data_structure:队列:used_for:建模网络关系,data_structure:队列,data_structure:建模网络关系,used_for,队列,建模网络关系,具体数据结构实体,应用场景实体,0.728,"例如,栈用于括号匹配问题,队列用于广度优先搜索,堆用于实现优先队列,图用于建模网络关系,哈希表用于缓存系统",用途关系,data_structure.txt,全文,data_structure,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:549:data_structure:队列:used_for:缓冲区管理,data_structure:队列,data_structure:缓冲区管理,used_for,队列,缓冲区管理,具体数据结构实体,应用场景实体,0.698,"队列是一种先进先出(FIFO)的数据结构,常用于任务调度和缓冲区管理",用途关系,data_structure.txt,全文,data_structure,relation_taxonomy_normalization+direction_normalization+evidence_weighted_relation_voting
edge:550:data_structure:队列:used_for:缓存系统,data_structure:队列,data_structure:缓存系统,used_for,队列,缓存系统,具体数据结构实体,应用场景实体,0.66,"例如,栈用于括号匹配问题,队列用于广度优先搜索,堆用于实现优先队列,图用于建模网络关系,哈希表用于缓存系统",用途关系,data_structure.txt,全文,data_structure,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:574:java:HashMap:depends_on:红黑树,java:HashMap,java:红黑树,depends_on,HashMap,红黑树,集合框架实体,集合框架实体,0.652,"Set的实现类:HashSet(无序,基于HashMap)、LinkedHashSet(有序)、TreeSet(排序,基于红黑树",依赖关系,java.txt,集合框架,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:577:java:HashSet:depends_on:HashMap,java:HashSet,java:HashMap,depends_on,HashSet,HashMap,集合框架实体,集合框架实体,0.814,"Set的实现类:HashSet(无序,基于HashMap)、LinkedHashSet(有序)、TreeSet(排序,基于红黑树",依赖关系,java.txt,集合框架,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:578:java:HashSet:depends_on:LinkedHashSet,java:HashSet,java:LinkedHashSet,depends_on,HashSet,LinkedHashSet,集合框架实体,集合框架实体,0.76,"Set的实现类:HashSet(无序,基于HashMap)、LinkedHashSet(有序)、TreeSet(排序,基于红黑树",依赖关系,java.txt,集合框架,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:579:java:HashSet:depends_on:TreeSet,java:HashSet,java:TreeSet,depends_on,HashSet,TreeSet,集合框架实体,集合框架实体,0.652,"Set的实现类:HashSet(无序,基于HashMap)、LinkedHashSet(有序)、TreeSet(排序,基于红黑树",依赖关系,java.txt,集合框架,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:586:java:LinkedHashSet:depends_on:红黑树,java:LinkedHashSet,java:红黑树,depends_on,LinkedHashSet,红黑树,集合框架实体,集合框架实体,0.742,"Set的实现类:HashSet(无序,基于HashMap)、LinkedHashSet(有序)、TreeSet(排序,基于红黑树",依赖关系,java.txt,集合框架,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:596:java:Set:depends_on:HashMap,java:Set,java:HashMap,depends_on,Set,HashMap,集合框架实体,集合框架实体,0.742,"Set的实现类:HashSet(无序,基于HashMap)、LinkedHashSet(有序)、TreeSet(排序,基于红黑树",依赖关系,java.txt,集合框架,java,relation_taxonomy_normalization+direction_normalization+evidence_weighted_relation_voting
edge:597:java:Set:depends_on:LinkedHashSet,java:Set,java:LinkedHashSet,depends_on,Set,LinkedHashSet,集合框架实体,集合框架实体,0.688,"Set的实现类:HashSet(无序,基于HashMap)、LinkedHashSet(有序)、TreeSet(排序,基于红黑树",依赖关系,java.txt,集合框架,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:604:java:TreeSet:depends_on:红黑树,java:TreeSet,java:红黑树,depends_on,TreeSet,红黑树,集合框架实体,集合框架实体,0.814,"Set的实现类:HashSet(无序,基于HashMap)、LinkedHashSet(有序)、TreeSet(排序,基于红黑树",依赖关系,java.txt,集合框架,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:565:java:Exception:has_part:Checked Exception,java:Exception,java:Checked Exception,has_part,Exception,Checked Exception,异常处理实体,异常处理实体,0.772,"Exception分为:Checked Exception(编译时异常,必须处理)和Unchecked Exception(运行时异常,不强制处理",枚举结构关系,java.txt,异常处理,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:570:java:GC:has_part:分代收集,java:GC,java:分代收集,has_part,GC,分代收集,JVM 与内存管理实体,JVM 与内存管理实体,0.616,"垃圾回收(GC):主要回收堆内存,算法包括标记-清除、复制、标记-整理、分代收集",整体部分关系,java.txt,JVM基础,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:571:java:GC:has_part:复制,java:GC,java:复制,has_part,GC,复制,JVM 与内存管理实体,JVM 与内存管理实体,0.67,"垃圾回收(GC):主要回收堆内存,算法包括标记-清除、复制、标记-整理、分代收集",枚举结构关系,java.txt,JVM基础,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:572:java:GC:has_part:标记-整理,java:GC,java:标记-整理,has_part,GC,标记-整理,JVM 与内存管理实体,JVM 与内存管理实体,0.652,"垃圾回收(GC):主要回收堆内存,算法包括标记-清除、复制、标记-整理、分代收集",枚举结构关系,java.txt,JVM基础,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:573:java:GC:has_part:标记-清除,java:GC,java:标记-清除,has_part,GC,标记-清除,JVM 与内存管理实体,JVM 与内存管理实体,0.706,"垃圾回收(GC):主要回收堆内存,算法包括标记-清除、复制、标记-整理、分代收集",枚举结构关系,java.txt,JVM基础,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:589:java:List:has_part:ArrayList,java:List,java:ArrayList,has_part,List,ArrayList,集合框架实体,集合框架实体,0.76,"List的实现类:ArrayList(数组结构,查询快增删慢)、LinkedList(链表结构,增删快查询慢)、Vector(线程安全,较少用",枚举结构关系,java.txt,集合框架,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:590:java:List:has_part:数组,java:List,java:数组,has_part,List,数组,集合框架实体,数据类型实体,0.72,"List的实现类:ArrayList(数组结构,查询快增删慢)、LinkedList(链表结构,增删快查询慢)、Vector(线程安全,较少用",枚举结构关系,java.txt,集合框架,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:591:java:Map:has_part:HashMap,java:Map,java:HashMap,has_part,Map,HashMap,集合框架实体,集合框架实体,0.76,"Map的实现类:HashMap(无序,允许null键值)、Hashtable(线程安全,不允许null)、TreeMap(有序)、LinkedHashMap(保持插入顺序",枚举结构关系,java.txt,集合框架,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:598:java:Set:has_part:HashSet,java:Set,java:HashSet,has_part,Set,HashSet,集合框架实体,集合框架实体,0.76,"Set的实现类:HashSet(无序,基于HashMap)、LinkedHashSet(有序)、TreeSet(排序,基于红黑树",枚举结构关系,java.txt,集合框架,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:606:java:abstract:has_part:具体方法,java:abstract,java:具体方法,has_part,abstract,具体方法,关键字与修饰符实体,抽象类与接口实体,0.738,"抽象类:使用abstract修饰,可以包含抽象方法和具体方法,不能实例化",整体部分关系,java.txt,抽象类与接口,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:607:java:abstract:has_part:实例,java:abstract,java:实例,has_part,abstract,实例,关键字与修饰符实体,面向对象核心实体,0.696,"抽象类:使用abstract修饰,可以包含抽象方法和具体方法,不能实例化",整体部分关系,java.txt,抽象类与接口,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:608:java:abstract:has_part:抽象方法,java:abstract,java:抽象方法,has_part,abstract,抽象方法,关键字与修饰符实体,抽象类与接口实体,0.768,"抽象类:使用abstract修饰,可以包含抽象方法和具体方法,不能实例化",整体部分关系,java.txt,抽象类与接口,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:623:java:synchronized:has_part:互斥锁,java:synchronized,java:互斥锁,has_part,synchronized,互斥锁,线程与并发实体,线程与并发实体,0.658,"synchronized关键字:修饰实例方法、静态方法、代码块,实现互斥锁",枚举结构关系,java.txt,线程与并发,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:624:java:synchronized:has_part:实例,java:synchronized,java:实例,has_part,synchronized,实例,线程与并发实体,面向对象核心实体,0.774,"synchronized关键字:修饰实例方法、静态方法、代码块,实现互斥锁",枚举结构关系,java.txt,线程与并发,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:625:java:synchronized:has_part:静态方法,java:synchronized,java:静态方法,has_part,synchronized,静态方法,线程与并发实体,抽象类与接口实体,0.744,"synchronized关键字:修饰实例方法、静态方法、代码块,实现互斥锁",枚举结构关系,java.txt,线程与并发,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:626:java:volatile:has_part:原子性,java:volatile,java:原子性,has_part,volatile,原子性,线程与并发实体,线程与并发实体,0.658,"volatile关键字:保证可见性,禁止指令重排序,但不保证原子性",枚举结构关系,java.txt,线程与并发,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:627:java:volatile:has_part:可见性,java:volatile,java:可见性,has_part,volatile,可见性,线程与并发实体,线程与并发实体,0.754,"volatile关键字:保证可见性,禁止指令重排序,但不保证原子性",枚举结构关系,java.txt,线程与并发,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:628:java:volatile:has_part:指令重排序,java:volatile,java:指令重排序,has_part,volatile,指令重排序,线程与并发实体,线程与并发实体,0.718,"volatile关键字:保证可见性,禁止指令重排序,但不保证原子性",枚举结构关系,java.txt,线程与并发,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:639:java:垃圾回收:has_part:分代收集,java:垃圾回收,java:分代收集,has_part,垃圾回收,分代收集,JVM 与内存管理实体,JVM 与内存管理实体,0.598,"垃圾回收(GC):主要回收堆内存,算法包括标记-清除、复制、标记-整理、分代收集",整体部分关系,java.txt,JVM基础,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:640:java:垃圾回收:has_part:复制,java:垃圾回收,java:复制,has_part,垃圾回收,复制,JVM 与内存管理实体,JVM 与内存管理实体,0.652,"垃圾回收(GC):主要回收堆内存,算法包括标记-清除、复制、标记-整理、分代收集",整体部分关系,java.txt,JVM基础,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:641:java:垃圾回收:has_part:标记-整理,java:垃圾回收,java:标记-整理,has_part,垃圾回收,标记-整理,JVM 与内存管理实体,JVM 与内存管理实体,0.634,"垃圾回收(GC):主要回收堆内存,算法包括标记-清除、复制、标记-整理、分代收集",整体部分关系,java.txt,JVM基础,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:642:java:垃圾回收:has_part:标记-清除,java:垃圾回收,java:标记-清除,has_part,垃圾回收,标记-清除,JVM 与内存管理实体,JVM 与内存管理实体,0.688,"垃圾回收(GC):主要回收堆内存,算法包括标记-清除、复制、标记-整理、分代收集",整体部分关系,java.txt,JVM基础,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:643:java:基本数据类型:has_part:boolean,java:基本数据类型,java:boolean,has_part,基本数据类型,boolean,数据类型实体,数据类型实体,0.59,基本数据类型包括:byte、short、int、long、float、double、char、boolean,整体部分关系,java.txt,数据类型,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:644:java:基本数据类型:has_part:byte,java:基本数据类型,java:byte,has_part,基本数据类型,byte,数据类型实体,数据类型实体,0.772,基本数据类型包括:byte、short、int、long、float、double、char、boolean,枚举结构关系,java.txt,数据类型,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:645:java:基本数据类型:has_part:char,java:基本数据类型,java:char,has_part,基本数据类型,char,数据类型实体,数据类型实体,0.59,基本数据类型包括:byte、short、int、long、float、double、char、boolean,整体部分关系,java.txt,数据类型,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:646:java:基本数据类型:has_part:double,java:基本数据类型,java:double,has_part,基本数据类型,double,数据类型实体,数据类型实体,0.616,基本数据类型包括:byte、short、int、long、float、double、char、boolean,整体部分关系,java.txt,数据类型,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:647:java:基本数据类型:has_part:float,java:基本数据类型,java:float,has_part,基本数据类型,float,数据类型实体,数据类型实体,0.652,基本数据类型包括:byte、short、int、long、float、double、char、boolean,枚举结构关系,java.txt,数据类型,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:648:java:基本数据类型:has_part:int,java:基本数据类型,java:int,has_part,基本数据类型,int,数据类型实体,数据类型实体,0.706,基本数据类型包括:byte、short、int、long、float、double、char、boolean,枚举结构关系,java.txt,数据类型,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:649:java:基本数据类型:has_part:long,java:基本数据类型,java:long,has_part,基本数据类型,long,数据类型实体,数据类型实体,0.682,基本数据类型包括:byte、short、int、long、float、double、char、boolean,枚举结构关系,java.txt,数据类型,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:650:java:基本数据类型:has_part:short,java:基本数据类型,java:short,has_part,基本数据类型,short,数据类型实体,数据类型实体,0.742,基本数据类型包括:byte、short、int、long、float、double、char、boolean,枚举结构关系,java.txt,数据类型,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:653:java:多态的表现形式:has_part:子类对象,java:多态的表现形式,java:子类对象,has_part,多态的表现形式,子类对象,面向对象核心实体,数据类型实体,0.768,多态的表现形式:父类引用指向子类对象、接口引用指向实现类对象,枚举结构关系,java.txt,继承与多态,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:654:java:多态的表现形式:has_part:实现类对象,java:多态的表现形式,java:实现类对象,has_part,多态的表现形式,实现类对象,面向对象核心实体,数据类型实体,0.702,多态的表现形式:父类引用指向子类对象、接口引用指向实现类对象,枚举结构关系,java.txt,继承与多态,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:655:java:多态的表现形式:has_part:接口引用,java:多态的表现形式,java:接口引用,has_part,多态的表现形式,接口引用,面向对象核心实体,数据类型实体,0.738,多态的表现形式:父类引用指向子类对象、接口引用指向实现类对象,枚举结构关系,java.txt,继承与多态,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:656:java:多态的表现形式:has_part:父类引用,java:多态的表现形式,java:父类引用,has_part,多态的表现形式,父类引用,面向对象核心实体,数据类型实体,0.804,多态的表现形式:父类引用指向子类对象、接口引用指向实现类对象,枚举结构关系,java.txt,继承与多态,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:660:java:对象:has_part:getClass,java:对象,java:getClass,has_part,对象,getClass,面向对象核心实体,领域实体,0.714,"获取Class对象的方式:类名.class、对象.getClass()、Class.forName(""全限定名",枚举结构关系,java.txt,反射,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:661:java:对象:has_part:类名.class,java:对象,java:类名.class,has_part,对象,类名.class,面向对象核心实体,数据类型实体,0.786,"获取Class对象的方式:类名.class、对象.getClass()、Class.forName(""全限定名",枚举结构关系,java.txt,反射,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:664:java:引用数据类型:has_part:接口,java:引用数据类型,java:接口,has_part,引用数据类型,接口,数据类型实体,数据类型实体,0.76,引用数据类型包括:类、接口、数组、枚举、注解,枚举结构关系,java.txt,数据类型,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:665:java:引用数据类型:has_part:数组,java:引用数据类型,java:数组,has_part,引用数据类型,数组,数据类型实体,数据类型实体,0.742,引用数据类型包括:类、接口、数组、枚举、注解,枚举结构关系,java.txt,数据类型,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:666:java:引用数据类型:has_part:枚举,java:引用数据类型,java:枚举,has_part,引用数据类型,枚举,数据类型实体,数据类型实体,0.724,引用数据类型包括:类、接口、数组、枚举、注解,枚举结构关系,java.txt,数据类型,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:667:java:引用数据类型:has_part:注解,java:引用数据类型,java:注解,has_part,引用数据类型,注解,数据类型实体,领域实体,0.726,引用数据类型包括:类、接口、数组、枚举、注解,枚举结构关系,java.txt,数据类型,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:668:java:循环结构:has_part:do-while,java:循环结构,java:do-while,has_part,循环结构,do-while,流程控制实体,流程控制实体,0.724,循环结构:for、while、do-while,枚举结构关系,java.txt,流程控制,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:669:java:循环结构:has_part:for,java:循环结构,java:for,has_part,循环结构,for,流程控制实体,流程控制实体,0.784,循环结构:for、while、do-while,枚举结构关系,java.txt,流程控制,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:670:java:循环结构:has_part:while,java:循环结构,java:while,has_part,循环结构,while,流程控制实体,流程控制实体,0.76,循环结构:for、while、do-while,枚举结构关系,java.txt,流程控制,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:674:java:抽象类:has_part:abstract,java:抽象类,java:abstract,has_part,抽象类,abstract,数据类型实体,关键字与修饰符实体,0.792,"抽象类:使用abstract修饰,可以包含抽象方法和具体方法,不能实例化",枚举结构关系,java.txt,抽象类与接口,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:675:java:抽象类:has_part:具体方法,java:抽象类,java:具体方法,has_part,抽象类,具体方法,数据类型实体,抽象类与接口实体,0.672,"抽象类:使用abstract修饰,可以包含抽象方法和具体方法,不能实例化",枚举结构关系,java.txt,抽象类与接口,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:676:java:抽象类:has_part:实例,java:抽象类,java:实例,has_part,抽象类,实例,数据类型实体,面向对象核心实体,0.63,"抽象类:使用abstract修饰,可以包含抽象方法和具体方法,不能实例化",整体部分关系,java.txt,抽象类与接口,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:677:java:抽象类:has_part:抽象方法,java:抽象类,java:抽象方法,has_part,抽象类,抽象方法,数据类型实体,抽象类与接口实体,0.702,"抽象类:使用abstract修饰,可以包含抽象方法和具体方法,不能实例化",枚举结构关系,java.txt,抽象类与接口,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:678:java:接口:has_part:List,java:接口,java:List,has_part,接口,List,数据类型实体,集合框架实体,0.804,Collection接口的子接口:List(有序可重复)、Set(无序不重复)、Queue(队列,枚举结构关系,java.txt,集合框架,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:679:java:接口:has_part:Queue,java:接口,java:Queue,has_part,接口,Queue,数据类型实体,集合框架实体,0.666,Collection接口的子接口:List(有序可重复)、Set(无序不重复)、Queue(队列,枚举结构关系,java.txt,集合框架,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:680:java:接口:has_part:ReentrantLock,java:接口,java:ReentrantLock,has_part,接口,ReentrantLock,数据类型实体,线程与并发实体,0.804,"Lock接口:ReentrantLock,提供更灵活的锁操作(tryLock、lockInterruptibly等",枚举结构关系,java.txt,线程与并发,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:681:java:接口:has_part:Set,java:接口,java:Set,has_part,接口,Set,数据类型实体,集合框架实体,0.732,Collection接口的子接口:List(有序可重复)、Set(无序不重复)、Queue(队列,枚举结构关系,java.txt,集合框架,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:682:java:接口:has_part:实例变量,java:接口,java:实例变量,has_part,接口,实例变量,数据类型实体,变量与成员实体,0.666,"抽象类和接口的区别:抽象类可以有状态(成员变量),接口不能有实例变量",枚举结构关系,java.txt,抽象类与接口,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:683:java:接口:has_part:成员变量,java:接口,java:成员变量,has_part,接口,成员变量,数据类型实体,变量与成员实体,0.732,"抽象类和接口的区别:抽象类可以有状态(成员变量),接口不能有实例变量",枚举结构关系,java.txt,抽象类与接口,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:690:java:数据类型:has_part:基本数据类型,java:数据类型,java:基本数据类型,has_part,数据类型,基本数据类型,数据类型实体,数据类型实体,0.784,Java有两种数据类型:基本数据类型和引用数据类型,枚举结构关系,java.txt,数据类型,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:691:java:数据类型:has_part:引用数据类型,java:数据类型,java:引用数据类型,has_part,数据类型,引用数据类型,数据类型实体,数据类型实体,0.742,Java有两种数据类型:基本数据类型和引用数据类型,枚举结构关系,java.txt,数据类型,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:693:java:数组的创建:has_part:int,java:数组的创建,java:int,has_part,数组的创建,int,数据类型实体,数据类型实体,0.76,"数组的创建:new int[10] 或 {1,2,3",枚举结构关系,java.txt,数组,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:694:java:数组的创建:has_part:new,java:数组的创建,java:new,has_part,数组的创建,new,数据类型实体,关键字与修饰符实体,0.804,"数组的创建:new int[10] 或 {1,2,3",枚举结构关系,java.txt,数组,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:695:java:条件分支:has_part:if-else,java:条件分支,java:if-else,has_part,条件分支,if-else,流程控制实体,流程控制实体,0.784,条件分支:if-else、switch-case,枚举结构关系,java.txt,流程控制,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:696:java:条件分支:has_part:switch-case,java:条件分支,java:switch-case,has_part,条件分支,switch-case,流程控制实体,流程控制实体,0.736,条件分支:if-else、switch-case,枚举结构关系,java.txt,流程控制,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:704:java:核心类:has_part:Class,java:核心类,java:Class,has_part,核心类,Class,数据类型实体,面向对象核心实体,0.804,核心类:Class、Method、Field、Constructor,枚举结构关系,java.txt,反射,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:705:java:核心类:has_part:Constructor,java:核心类,java:Constructor,has_part,核心类,Constructor,数据类型实体,反射实体,0.69,核心类:Class、Method、Field、Constructor,枚举结构关系,java.txt,反射,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:706:java:核心类:has_part:Field,java:核心类,java:Field,has_part,核心类,Field,数据类型实体,反射实体,0.726,核心类:Class、Method、Field、Constructor,枚举结构关系,java.txt,反射,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:707:java:核心类:has_part:Method,java:核心类,java:Method,has_part,核心类,Method,数据类型实体,反射实体,0.768,核心类:Class、Method、Field、Constructor,枚举结构关系,java.txt,反射,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:708:java:注解:has_part:@Deprecated,java:注解,java:@Deprecated,has_part,注解,@Deprecated,领域实体,注解实体,0.744,内置注解:@Override、@Deprecated、@SuppressWarnings、@FunctionalInterface,枚举结构关系,java.txt,注解,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:709:java:注解:has_part:@Documented,java:注解,java:@Documented,has_part,注解,@Documented,领域实体,注解实体,0.684,元注解(用于注解的注解):@Retention、@Target、@Documented、@Inherited,枚举结构关系,java.txt,注解,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:710:java:注解:has_part:@Override,java:注解,java:@Override,has_part,注解,@Override,领域实体,注解实体,0.804,内置注解:@Override、@Deprecated、@SuppressWarnings、@FunctionalInterface,枚举结构关系,java.txt,注解,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:711:java:注解:has_part:@Retention,java:注解,java:@Retention,has_part,注解,@Retention,领域实体,注解实体,0.798,元注解(用于注解的注解):@Retention、@Target、@Documented、@Inherited,枚举结构关系,java.txt,注解,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:712:java:注解:has_part:@SuppressWarnings,java:注解,java:@SuppressWarnings,has_part,注解,@SuppressWarnings,领域实体,注解实体,0.672,内置注解:@Override、@Deprecated、@SuppressWarnings、@FunctionalInterface,枚举结构关系,java.txt,注解,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:713:java:注解:has_part:@Target,java:注解,java:@Target,has_part,注解,@Target,领域实体,注解实体,0.732,元注解(用于注解的注解):@Retention、@Target、@Documented、@Inherited,枚举结构关系,java.txt,注解,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:715:java:类加载器:has_part:Bootstrap ClassLoader,java:类加载器,java:Bootstrap ClassLoader,has_part,类加载器,Bootstrap ClassLoader,数据类型实体,JVM 与内存管理实体,0.804,"类加载器:Bootstrap ClassLoader、Extension ClassLoader、Application ClassLoader,双亲委派模型",枚举结构关系,java.txt,JVM基础,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:716:java:类加载器:has_part:Extension ClassLoader,java:类加载器,java:Extension ClassLoader,has_part,类加载器,Extension ClassLoader,数据类型实体,JVM 与内存管理实体,0.672,"类加载器:Bootstrap ClassLoader、Extension ClassLoader、Application ClassLoader,双亲委派模型",枚举结构关系,java.txt,JVM基础,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:717:java:类加载机制:has_part:准备,java:类加载机制,java:准备,has_part,类加载机制,准备,数据类型实体,JVM 与内存管理实体,0.768,类加载机制:加载、验证、准备、解析、初始化,枚举结构关系,java.txt,JVM基础,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:718:java:类加载机制:has_part:初始化,java:类加载机制,java:初始化,has_part,类加载机制,初始化,数据类型实体,JVM 与内存管理实体,0.732,类加载机制:加载、验证、准备、解析、初始化,枚举结构关系,java.txt,JVM基础,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
