head,relation,tail,head_type,tail_type,confidence,evidence,pattern_names,section_titles,source_files,record_count,source_row_ids,source_relations,conflicting_relations,disambiguation_score,disambiguation_method,disambiguation_basis
系统吞吐量,is_a,调度,处理器与调度实体,处理器与调度实体,0.6900,调度的目标通常包括提高 CPU 利用率、增加系统吞吐量、减少周转时间、缩短响应时间和保证公平性,上位包含关系,处理器调度与调度算法,os.txt,1,142,is_a,,0.5606,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.561, conf=0.690, support=1, cues=!包含,!包括"
系统调用,is_a,内核态,领域实体,领域实体,0.8300,"系统调用是用户态与内核态交互的主要桥梁,也是课程中的关键知识点",上下位关系,操作系统的主要功能,os.txt,1,21,is_a,,0.8038,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.804, conf=0.830, support=1, cues=上下位"
系统调用,is_a,处理器管理,领域实体,资源与硬件实体,0.6300,"操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分,同时还包括用户接口、安全保护、网络通信和系统调用等内容",上位包含关系,操作系统的主要功能,os.txt,1,201,is_a,,0.5234,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.523, conf=0.630, support=1, cues=!包含,!包括"
系统调用,is_a,存储管理,领域实体,功能模块实体,0.6300,"操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分,同时还包括用户接口、安全保护、网络通信和系统调用等内容",上位包含关系,操作系统的主要功能,os.txt,1,202,is_a,,0.5234,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.523, conf=0.630, support=1, cues=!包含,!包括"
系统调用,is_a,文件管理,领域实体,核心抽象实体,0.6800,"操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分,同时还包括用户接口、安全保护、网络通信和系统调用等内容",上位包含关系,操作系统的主要功能,os.txt,1,153,is_a,,0.5544,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.554, conf=0.680, support=1, cues=!包含,!包括"
系统调用,is_a,设备管理,领域实体,功能模块实体,0.6500,"操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分,同时还包括用户接口、安全保护、网络通信和系统调用等内容",上位包含关系,操作系统的主要功能,os.txt,1,182,is_a,,0.5358,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.536, conf=0.650, support=1, cues=!包含,!包括"
线程,is_a,CPU,核心抽象实体,资源与硬件实体,0.7120,"线程(Thread)则是比进程更轻量的执行单位,通常被称为 CPU 调度的基本单位",上下位关系,进程与线程,os.txt,1,122,is_a,,0.7307,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.731, conf=0.712, support=1, cues=上下位"
线程,is_a,调度,核心抽象实体,处理器与调度实体,0.6880,"线程(Thread)则是比进程更轻量的执行单位,通常被称为 CPU 调度的基本单位",上下位关系,进程与线程,os.txt,1,144,is_a,,0.7158,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.716, conf=0.688, support=1, cues=上下位"
线程,is_a,进程,核心抽象实体,核心抽象实体,0.7940,"线程(Thread)则是比进程更轻量的执行单位,通常被称为 CPU 调度的基本单位",上下位关系,进程与线程,os.txt,1,46,is_a,,0.7815,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.782, conf=0.794, support=1, cues=上下位"
绝对路径,is_a,文件,文件系统实体,核心抽象实体,0.8120,"路径名则用于唯一定位文件,分为绝对路径和相对路径",上位包含关系,文件系统,os.txt,1,34,is_a,,0.6363,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.636, conf=0.812, support=1, cues=!用于,!包含"
绝对路径,is_a,路径名,文件系统实体,核心抽象实体,0.7580,"路径名则用于唯一定位文件,分为绝对路径和相对路径",上位包含关系,文件系统,os.txt,1,76,is_a,,0.6028,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.603, conf=0.758, support=1, cues=!用于,!包含"
编译原理,has_part,数据结构,课程与方法相关实体,课程与方法相关实体,0.7760,"操作系统课程通常被视为计算机科学与技术专业的核心课程之一,因为它连接了程序设计、数据结构、计算机组成原理、编译原理、计算机网络等多门课程,是理解计算机整体工作机制的重要桥梁",部分整体关系,操作系统的概念与地位,os.txt,1,62,part_of,,0.7825,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.782, conf=0.776, support=1, cues=组成,部分整体"
编译原理,has_part,程序设计,课程与方法相关实体,课程与方法相关实体,0.7460,"操作系统课程通常被视为计算机科学与技术专业的核心课程之一,因为它连接了程序设计、数据结构、计算机组成原理、编译原理、计算机网络等多门课程,是理解计算机整体工作机制的重要桥梁",部分整体关系,操作系统的概念与地位,os.txt,1,92,part_of,,0.7639,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.764, conf=0.746, support=1, cues=组成,部分整体"
网络通信,is_a,处理器管理,功能模块实体,资源与硬件实体,0.6300,"操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分,同时还包括用户接口、安全保护、网络通信和系统调用等内容",上位包含关系,操作系统的主要功能,os.txt,1,203,is_a,,0.5234,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.523, conf=0.630, support=1, cues=!包含,!包括"
网络通信,is_a,存储管理,功能模块实体,功能模块实体,0.6300,"操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分,同时还包括用户接口、安全保护、网络通信和系统调用等内容",上位包含关系,操作系统的主要功能,os.txt,1,204,is_a,,0.5234,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.523, conf=0.630, support=1, cues=!包含,!包括"
网络通信,is_a,文件管理,功能模块实体,核心抽象实体,0.7100,"操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分,同时还包括用户接口、安全保护、网络通信和系统调用等内容",上位包含关系,操作系统的主要功能,os.txt,1,124,is_a,,0.5730,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.573, conf=0.710, support=1, cues=!包含,!包括"
网络通信,is_a,设备管理,功能模块实体,功能模块实体,0.6600,"操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分,同时还包括用户接口、安全保护、网络通信和系统调用等内容",上位包含关系,操作系统的主要功能,os.txt,1,175,is_a,,0.5420,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.542, conf=0.660, support=1, cues=!包含,!包括"
虚拟内存,is_a,内存,核心抽象实体,资源与硬件实体,0.7900,"与虚拟内存密切相关的是页面置换算法,即当内存已满而仍需调入新页面时,系统应选择哪个旧页面换出",上下位关系,内存管理与虚拟内存,os.txt,1,49,is_a,,0.7790,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.779, conf=0.790, support=1, cues=上下位"
虚拟内存,is_a,操作系统,核心抽象实体,领域实体,0.7780,"虚拟内存(Virtual Memory)是操作系统的一项重要技术,它使程序不必全部装入内存即可运行",上下位关系,内存管理与虚拟内存,os.txt,1,61,is_a,,0.7716,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.772, conf=0.778, support=1, cues=上下位"
虚拟内存,is_a,页面置换算法,核心抽象实体,资源与硬件实体,0.8440,"与虚拟内存密切相关的是页面置换算法,即当内存已满而仍需调入新页面时,系统应选择哪个旧页面换出",上下位关系,内存管理与虚拟内存,os.txt,1,19,is_a,,0.8125,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.813, conf=0.844, support=1, cues=上下位"
计算机系统,has_part,保护,领域实体,安全与保护实体,0.7020,"学习操作系统的价值,不仅在于掌握某些具体算法或概念,更在于理解计算机系统设计中的基本思想:抽象、分层、共享、保护、并发与权衡",枚举结构关系,总结,os.txt,1,133,has_part,,0.7205,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.720, conf=0.702, support=1, cues=枚举结构"
计算机系统,has_part,共享,领域实体,核心思想与性质实体,0.7200,"学习操作系统的价值,不仅在于掌握某些具体算法或概念,更在于理解计算机系统设计中的基本思想:抽象、分层、共享、保护、并发与权衡",枚举结构关系,总结,os.txt,1,115,has_part,,0.7316,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.732, conf=0.720, support=1, cues=枚举结构"
计算机系统,has_part,并发,领域实体,核心思想与性质实体,0.6840,"学习操作系统的价值,不仅在于掌握某些具体算法或概念,更在于理解计算机系统设计中的基本思想:抽象、分层、共享、保护、并发与权衡",枚举结构关系,总结,os.txt,1,146,has_part,,0.7093,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.709, conf=0.684, support=1, cues=枚举结构"
计算机系统,has_part,抽象,领域实体,核心思想与性质实体,0.7560,"学习操作系统的价值,不仅在于掌握某些具体算法或概念,更在于理解计算机系统设计中的基本思想:抽象、分层、共享、保护、并发与权衡",枚举结构关系,总结,os.txt,1,79,has_part,,0.7540,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.754, conf=0.756, support=1, cues=枚举结构"
计算机系统,has_part,权衡,领域实体,核心思想与性质实体,0.6660,"学习操作系统的价值,不仅在于掌握某些具体算法或概念,更在于理解计算机系统设计中的基本思想:抽象、分层、共享、保护、并发与权衡",枚举结构关系,总结,os.txt,1,165,has_part,,0.6982,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.698, conf=0.666, support=1, cues=枚举结构"
计算机网络,has_part,数据结构,课程与方法相关实体,课程与方法相关实体,0.7460,"操作系统课程通常被视为计算机科学与技术专业的核心课程之一,因为它连接了程序设计、数据结构、计算机组成原理、编译原理、计算机网络等多门课程,是理解计算机整体工作机制的重要桥梁",部分整体关系,操作系统的概念与地位,os.txt,1,91,part_of,,0.7639,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.764, conf=0.746, support=1, cues=组成,部分整体"
计算机网络,has_part,程序设计,课程与方法相关实体,课程与方法相关实体,0.7160,"操作系统课程通常被视为计算机科学与技术专业的核心课程之一,因为它连接了程序设计、数据结构、计算机组成原理、编译原理、计算机网络等多门课程,是理解计算机整体工作机制的重要桥梁",部分整体关系,操作系统的概念与地位,os.txt,1,118,part_of,,0.7453,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.745, conf=0.716, support=1, cues=组成,部分整体"
设备控制器,is_a,设备管理,资源与硬件实体,功能模块实体,0.7700,设备管理的基础包括设备分类、设备控制器、驱动程序和中断处理,上位包含关系,设备管理与输入输出系统,os.txt,1,66,is_a,,0.6102,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.610, conf=0.770, support=1, cues=!包含,!包括"
设备管理,has_part,中断处理,功能模块实体,处理器与调度实体,0.6840,设备管理的基础包括设备分类、设备控制器、驱动程序和中断处理,整体部分关系,设备管理与输入输出系统,os.txt,1,147,has_part,,0.7254,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.725, conf=0.684, support=1, cues=整体部分,包括"
设备管理,has_part,安全保护,功能模块实体,功能模块实体,0.6700,"操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分,同时还包括用户接口、安全保护、网络通信和系统调用等内容",整体部分关系,操作系统的主要功能,os.txt,1,159,has_part,,0.7167,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.717, conf=0.670, support=1, cues=整体部分,包括"
设备管理,has_part,用户接口,功能模块实体,领域实体,0.7200,"操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分,同时还包括用户接口、安全保护、网络通信和系统调用等内容",整体部分关系,操作系统的主要功能,os.txt,1,116,has_part,,0.7477,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.748, conf=0.720, support=1, cues=整体部分,包括"
设备管理,has_part,系统调用,功能模块实体,领域实体,0.6300,"操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分,同时还包括用户接口、安全保护、网络通信和系统调用等内容",整体部分关系,操作系统的主要功能,os.txt,1,205,has_part,,0.6919,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.692, conf=0.630, support=1, cues=整体部分,包括"
设备管理,has_part,网络通信,功能模块实体,功能模块实体,0.6400,"操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分,同时还包括用户接口、安全保护、网络通信和系统调用等内容",整体部分关系,操作系统的主要功能,os.txt,1,188,has_part,,0.6981,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.698, conf=0.640, support=1, cues=整体部分,包括"
设备管理,has_part,设备控制器,功能模块实体,资源与硬件实体,0.7500,设备管理的基础包括设备分类、设备控制器、驱动程序和中断处理,整体部分关系,设备管理与输入输出系统,os.txt,1,88,has_part,,0.7663,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.766, conf=0.750, support=1, cues=整体部分,包括"
设备管理,has_part,驱动程序,功能模块实体,设备管理与I/O实体,0.7140,设备管理的基础包括设备分类、设备控制器、驱动程序和中断处理,整体部分关系,设备管理与输入输出系统,os.txt,1,120,has_part,,0.7440,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.744, conf=0.714, support=1, cues=整体部分,包括"
课程中还会讨论抖动,alias_of,进程,虚拟内存与页面置换实体,核心抽象实体,0.8800,"课程中还会讨论抖动(Thrashing)现象,即进程频繁换页导致系统大部分时间都用于页面调度而非真正计算,这反映出内存管理与系统性能之间的紧密联系",别名关系,内存管理与虚拟内存,os.txt,1,6,alias_of,,0.7886,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"alias_of: score=0.789, conf=0.880, support=1, cues=别名,!用于,!导致"
课程中还会讨论抖动,used_for,内存,虚拟内存与页面置换实体,资源与硬件实体,0.6600,"课程中还会讨论抖动(Thrashing)现象,即进程频繁换页导致系统大部分时间都用于页面调度而非真正计算,这反映出内存管理与系统性能之间的紧密联系",用途关系,内存管理与虚拟内存,os.txt,1,176,used_for,,0.6769,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"used_for: score=0.677, conf=0.660, support=1, cues=用途,用于,!导致"
课程中还会讨论抖动,used_for,页面调度,虚拟内存与页面置换实体,资源与硬件实体,0.6620,"课程中还会讨论抖动(Thrashing)现象,即进程频繁换页导致系统大部分时间都用于页面调度而非真正计算,这反映出内存管理与系统性能之间的紧密联系",用途关系,内存管理与虚拟内存,os.txt,1,168 | 177,used_for | causes,causes,0.6782,relation_taxonomy_normalization + direction_normalization + evidence_weighted_relation_voting,"used_for: score=0.678, conf=0.662, support=1, cues=用途,用于,!导致；causes: score=0.676, conf=0.652, support=1, cues=因果,导致,!用于；low_margin=0.002"
调度,has_part,CPU 利用率,处理器与调度实体,处理器与调度实体,0.7300,调度的目标通常包括提高 CPU 利用率、增加系统吞吐量、减少周转时间、缩短响应时间和保证公平性,整体部分关系,处理器调度与调度算法,os.txt,1,106,has_part,,0.7539,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.754, conf=0.730, support=1, cues=整体部分,包括"
调度,has_part,FCFS,处理器与调度实体,调度算法实体,0.6100,"常见的调度算法包括先来先服务(First Come First Served,FCFS)、短作业优先(Shortest Job First,SJF)、时间片轮转(Round Robin,RR)、优先级调度和多级反馈队列(Multilevel Feedback Queue)等",整体部分关系,处理器调度与调度算法,os.txt,1,223,has_part,,0.6795,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.680, conf=0.610, support=1, cues=整体部分,包括"
调度,has_part,First Come First Served,处理器与调度实体,调度算法实体,0.7500,"常见的调度算法包括先来先服务(First Come First Served,FCFS)、短作业优先(Shortest Job First,SJF)、时间片轮转(Round Robin,RR)、优先级调度和多级反馈队列(Multilevel Feedback Queue)等",整体部分关系,处理器调度与调度算法,os.txt,1,89,has_part,,0.7663,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.766, conf=0.750, support=1, cues=整体部分,包括"
调度,has_part,Shortest Job First,处理器与调度实体,调度算法实体,0.6100,"常见的调度算法包括先来先服务(First Come First Served,FCFS)、短作业优先(Shortest Job First,SJF)、时间片轮转(Round Robin,RR)、优先级调度和多级反馈队列(Multilevel Feedback Queue)等",整体部分关系,处理器调度与调度算法,os.txt,1,224,has_part,,0.6795,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.680, conf=0.610, support=1, cues=整体部分,包括"
调度,has_part,先来先服务,处理器与调度实体,调度算法实体,0.7860,"常见的调度算法包括先来先服务(First Come First Served,FCFS)、短作业优先(Shortest Job First,SJF)、时间片轮转(Round Robin,RR)、优先级调度和多级反馈队列(Multilevel Feedback Queue)等",整体部分关系,处理器调度与调度算法,os.txt,1,55,has_part,,0.7887,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.789, conf=0.786, support=1, cues=整体部分,包括"
调度,has_part,公平性,处理器与调度实体,处理器与调度实体,0.5900,调度的目标通常包括提高 CPU 利用率、增加系统吞吐量、减少周转时间、缩短响应时间和保证公平性,整体部分关系,处理器调度与调度算法,os.txt,1,229,has_part,,0.6671,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.667, conf=0.590, support=1, cues=整体部分,包括"
调度,has_part,周转时间,处理器与调度实体,处理器与调度实体,0.6220,调度的目标通常包括提高 CPU 利用率、增加系统吞吐量、减少周转时间、缩短响应时间和保证公平性,整体部分关系,处理器调度与调度算法,os.txt,1,207,has_part,,0.6870,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.687, conf=0.622, support=1, cues=整体部分,包括"
调度,has_part,响应时间,处理器与调度实体,处理器与调度实体,0.5900,调度的目标通常包括提高 CPU 利用率、增加系统吞吐量、减少周转时间、缩短响应时间和保证公平性,整体部分关系,处理器调度与调度算法,os.txt,1,230,has_part,,0.6671,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.667, conf=0.590, support=1, cues=整体部分,包括"
调度,has_part,短作业优先,处理器与调度实体,调度算法实体,0.6100,"常见的调度算法包括先来先服务(First Come First Served,FCFS)、短作业优先(Shortest Job First,SJF)、时间片轮转(Round Robin,RR)、优先级调度和多级反馈队列(Multilevel Feedback Queue)等",整体部分关系,处理器调度与调度算法,os.txt,1,225,has_part,,0.6795,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.680, conf=0.610, support=1, cues=整体部分,包括"
调度,has_part,系统吞吐量,处理器与调度实体,处理器与调度实体,0.6700,调度的目标通常包括提高 CPU 利用率、增加系统吞吐量、减少周转时间、缩短响应时间和保证公平性,整体部分关系,处理器调度与调度算法,os.txt,1,160,has_part,,0.7167,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.717, conf=0.670, support=1, cues=整体部分,包括"
调度,is_a,并发,处理器与调度实体,核心思想与性质实体,0.8140,调度是操作系统实现“多任务并发”的核心机制,上下位关系,处理器调度与调度算法,os.txt,1,31,is_a,,0.7939,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.794, conf=0.814, support=1, cues=上下位"
路径名,used_for,文件,核心抽象实体,核心抽象实体,0.7980,"路径名则用于唯一定位文件,分为绝对路径和相对路径",用途关系,文件系统,os.txt,1,43,used_for,,0.7901,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"used_for: score=0.790, conf=0.798, support=1, cues=用途,用于"
路径名,used_for,相对路径,核心抽象实体,文件系统实体,0.7580,"路径名则用于唯一定位文件,分为绝对路径和相对路径",用途关系,文件系统,os.txt,1,77,used_for,,0.7653,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"used_for: score=0.765, conf=0.758, support=1, cues=用途,用于"
路径名,used_for,绝对路径,核心抽象实体,文件系统实体,0.7880,"路径名则用于唯一定位文件,分为绝对路径和相对路径",用途关系,文件系统,os.txt,1,53,used_for,,0.7839,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"used_for: score=0.784, conf=0.788, support=1, cues=用途,用于"
运行状态,is_a,进程,进程与线程实体,核心抽象实体,0.6300,"进程不仅包含程序本身,还包括程序计数器、寄存器内容、地址空间、打开的文件、相关资源和运行状态等信息",上位包含关系,进程与线程,os.txt,1,206,is_a,,0.5234,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.523, conf=0.630, support=1, cues=!包含,!包括"
进程,has_part,地址空间,核心抽象实体,核心抽象实体,0.6460,"进程不仅包含程序本身,还包括程序计数器、寄存器内容、地址空间、打开的文件、相关资源和运行状态等信息",整体部分关系,进程与线程,os.txt,1,185,has_part,,0.7180,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.718, conf=0.646, support=1, cues=整体部分,包含,包括"
进程,has_part,寄存器,核心抽象实体,进程与线程实体,0.7020,"进程不仅包含程序本身,还包括程序计数器、寄存器内容、地址空间、打开的文件、相关资源和运行状态等信息",整体部分关系,进程与线程,os.txt,1,134,has_part,,0.7527,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.753, conf=0.702, support=1, cues=整体部分,包含,包括"
进程,has_part,打开的文件,核心抽象实体,核心抽象实体,0.6160,"进程不仅包含程序本身,还包括程序计数器、寄存器内容、地址空间、打开的文件、相关资源和运行状态等信息",整体部分关系,进程与线程,os.txt,1,209,has_part,,0.6994,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.699, conf=0.616, support=1, cues=整体部分,包含,包括"
进程,has_part,程序计数器,核心抽象实体,进程与线程实体,0.7380,"进程不仅包含程序本身,还包括程序计数器、寄存器内容、地址空间、打开的文件、相关资源和运行状态等信息",整体部分关系,进程与线程,os.txt,1,96,has_part,,0.7750,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.775, conf=0.738, support=1, cues=整体部分,包含,包括"
进程,has_part,运行状态,核心抽象实体,进程与线程实体,0.6100,"进程不仅包含程序本身,还包括程序计数器、寄存器内容、地址空间、打开的文件、相关资源和运行状态等信息",整体部分关系,进程与线程,os.txt,1,226,has_part,,0.6956,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.696, conf=0.610, support=1, cues=整体部分,包含,包括"
进程,is_a,操作系统,核心抽象实体,领域实体,0.8200,进程(Process)是操作系统课程中最重要的概念之一,上下位关系,进程与线程,os.txt,1,30,is_a,,0.7976,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.798, conf=0.820, support=1, cues=上下位"
进程,is_a,调度,核心抽象实体,处理器与调度实体,0.7540,"简单来说,进程是程序的一次执行过程,是系统进行资源分配和调度的基本单位",上下位关系,进程与线程,os.txt,1,81,is_a,,0.7567,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.757, conf=0.754, support=1, cues=上下位"
进程,used_for,内存,核心抽象实体,资源与硬件实体,0.6740,"课程中还会讨论抖动(Thrashing)现象,即进程频繁换页导致系统大部分时间都用于页面调度而非真正计算,这反映出内存管理与系统性能之间的紧密联系",用途关系,内存管理与虚拟内存,os.txt,1,155 | 166,used_for | causes,causes,0.6856,relation_taxonomy_normalization + direction_normalization + evidence_weighted_relation_voting,"used_for: score=0.686, conf=0.674, support=1, cues=用途,用于,!导致；causes: score=0.683, conf=0.664, support=1, cues=因果,导致,!用于；low_margin=0.002"
进程,used_for,页面调度,核心抽象实体,资源与硬件实体,0.7640,"课程中还会讨论抖动(Thrashing)现象,即进程频繁换页导致系统大部分时间都用于页面调度而非真正计算,这反映出内存管理与系统性能之间的紧密联系",用途关系,内存管理与虚拟内存,os.txt,1,70 | 82,used_for | causes,causes,0.7414,relation_taxonomy_normalization + direction_normalization + evidence_weighted_relation_voting,"used_for: score=0.741, conf=0.764, support=1, cues=用途,用于,!导致；causes: score=0.739, conf=0.754, support=1, cues=因果,导致,!用于；low_margin=0.002"
进程同步,is_a,操作系统,核心抽象实体,领域实体,0.8560,"因此,进程同步与互斥是操作系统课程中的重点与难点",上下位关系,进程同步、互斥与死锁,os.txt,1,14,is_a,,0.8200,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.820, conf=0.856, support=1, cues=上下位"
非连续分配,has_part,Paging,内存管理实体,内存管理实体,0.7300,"为了提升内存利用率并简化分配管理,现代操作系统普遍采用非连续分配技术,主要包括分页(Paging)和分段(Segmentation)",整体部分关系,内存管理与虚拟内存,os.txt,1,107,has_part,,0.7539,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.754, conf=0.730, support=1, cues=整体部分,包括"
非连续分配,has_part,Segmentation,内存管理实体,内存管理实体,0.6640,"为了提升内存利用率并简化分配管理,现代操作系统普遍采用非连续分配技术,主要包括分页(Paging)和分段(Segmentation)",整体部分关系,内存管理与虚拟内存,os.txt,1,167,has_part,,0.7130,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.713, conf=0.664, support=1, cues=整体部分,包括"
非连续分配,has_part,分段,内存管理实体,内存管理实体,0.6820,"为了提升内存利用率并简化分配管理,现代操作系统普遍采用非连续分配技术,主要包括分页(Paging)和分段(Segmentation)",整体部分关系,内存管理与虚拟内存,os.txt,1,150,has_part,,0.7242,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.724, conf=0.682, support=1, cues=整体部分,包括"
非连续分配,has_part,分页,内存管理实体,资源与硬件实体,0.7680,"为了提升内存利用率并简化分配管理,现代操作系统普遍采用非连续分配技术,主要包括分页(Paging)和分段(Segmentation)",整体部分关系,内存管理与虚拟内存,os.txt,1,67,has_part,,0.7775,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.777, conf=0.768, support=1, cues=整体部分,包括"
页框,is_a,分页,资源与硬件实体,资源与硬件实体,0.6720,"分页将逻辑地址空间和物理内存都划分为固定大小的页和页框,程序运行时通过页表完成地址映射",上位包含关系,内存管理与虚拟内存,os.txt,1,157,is_a,,0.5771,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.577, conf=0.672, support=1, cues=!包含"
页框,is_a,物理内存,资源与硬件实体,资源与硬件实体,0.7440,"分页将逻辑地址空间和物理内存都划分为固定大小的页和页框,程序运行时通过页表完成地址映射",上位包含关系,内存管理与虚拟内存,os.txt,1,93,is_a,,0.6217,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.622, conf=0.744, support=1, cues=!包含"
页框,is_a,逻辑地址空间,资源与硬件实体,核心抽象实体,0.7340,"分页将逻辑地址空间和物理内存都划分为固定大小的页和页框,程序运行时通过页表完成地址映射",上位包含关系,内存管理与虚拟内存,os.txt,1,101,is_a,,0.6155,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.616, conf=0.734, support=1, cues=!包含"
页表,is_a,分页,资源与硬件实体,资源与硬件实体,0.6120,"分页将逻辑地址空间和物理内存都划分为固定大小的页和页框,程序运行时通过页表完成地址映射",上位包含关系,内存管理与虚拟内存,os.txt,1,211,is_a,,0.5399,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.540, conf=0.612, support=1, cues=!包含"
页表,is_a,物理内存,资源与硬件实体,资源与硬件实体,0.6840,"分页将逻辑地址空间和物理内存都划分为固定大小的页和页框,程序运行时通过页表完成地址映射",上位包含关系,内存管理与虚拟内存,os.txt,1,148,is_a,,0.5845,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.585, conf=0.684, support=1, cues=!包含"
