main_entity,entity_type,mention_count,mentions,source_file,normalized_entity,aliases,section_titles,merged_entities,disambiguation_confidence,disambiguation_method,disambiguation_basis
裸机,核心抽象实体,1,裸机,os.txt,裸机,裸机,操作系统的概念与地位,裸机,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=裸机；章节=操作系统的概念与地位
计算机组成原理,课程与方法相关实体,1,计算机组成原理,os.txt,计算机组成原理,计算机组成原理,操作系统的概念与地位,计算机组成原理,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=计算机组成原理；章节=操作系统的概念与地位
计算机网络,课程与方法相关实体,1,计算机网络,os.txt,计算机网络,计算机网络,操作系统的概念与地位,计算机网络,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=计算机网络；章节=操作系统的概念与地位
设备控制器,资源与硬件实体,1,设备控制器,os.txt,设备控制器,设备控制器,设备管理与输入输出系统,设备控制器,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=设备控制器；章节=设备管理与输入输出系统
设备管理与输入输出系统,功能模块实体,1,设备管理与输入输出系统,os.txt,设备管理与输入输出系统,设备管理与输入输出系统,全文,设备管理与输入输出系统,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=设备管理与输入输出系统；章节=全文
访问控制列表,安全与保护实体,1,访问控制列表,os.txt,访问控制列表,访问控制列表,系统安全与保护,访问控制列表,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=访问控制列表；章节=系统安全与保护
请求并保持,死锁相关实体,1,请求并保持,os.txt,请求并保持,请求并保持,进程同步、互斥与死锁,请求并保持,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=请求并保持；章节=进程同步、互斥与死锁
读者—写者问题,经典同步问题实体,1,读者—写者问题,os.txt,读者—写者问题,读者—写者问题,进程同步、互斥与死锁,读者—写者问题,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=读者—写者问题；章节=进程同步、互斥与死锁
课程中还会讨论抖动,虚拟内存与页面置换实体,1,课程中还会讨论抖动,os.txt,课程中还会讨论抖动,课程中还会讨论抖动,内存管理与虚拟内存,课程中还会讨论抖动,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=课程中还会讨论抖动；章节=内存管理与虚拟内存
路径名,核心抽象实体,1,路径名,os.txt,路径名,路径名,文件系统,路径名,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=路径名；章节=文件系统
路由器,系统与平台实体,1,路由器,os.txt,路由器,路由器,操作系统的发展历程,路由器,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=路由器；章节=操作系统的发展历程
身份认证,安全与保护实体,1,身份认证,os.txt,身份认证,身份认证,系统安全与保护,身份认证,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=身份认证；章节=系统安全与保护
输入输出系统,设备管理与I/O实体,1,输入输出系统,os.txt,输入输出系统,输入输出系统,全文,输入输出系统,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=输入输出系统；章节=全文
进程控制块,核心抽象实体,1,进程控制块,os.txt,进程控制块,进程控制块,进程与线程,进程控制块,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=进程控制块；章节=进程与线程
进程管理,核心抽象实体,1,进程管理,os.txt,进程管理,进程管理,操作系统课程的学习方法,进程管理,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=进程管理；章节=操作系统课程的学习方法
进程隔离,核心抽象实体,1,进程隔离,os.txt,进程隔离,进程隔离,系统安全与保护,进程隔离,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=进程隔离；章节=系统安全与保护
通信开销,核心思想与性质实体,1,通信开销,os.txt,通信开销,通信开销,操作系统的结构与运行机制,通信开销,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=通信开销；章节=操作系统的结构与运行机制
逻辑地址空间,核心抽象实体,1,逻辑地址空间,os.txt,逻辑地址空间,逻辑地址空间,内存管理与虚拟内存,逻辑地址空间,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=逻辑地址空间；章节=内存管理与虚拟内存
银行家算法,死锁相关实体,1,银行家算法,os.txt,银行家算法,银行家算法,进程同步、互斥与死锁,银行家算法,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=银行家算法；章节=进程同步、互斥与死锁
阻塞状态,进程与线程实体,1,阻塞状态,os.txt,阻塞状态,阻塞状态,进程与线程,阻塞状态,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=阻塞状态；章节=进程与线程
非法入侵,安全与保护实体,1,非法入侵,os.txt,非法入侵,非法入侵,系统安全与保护,非法入侵,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=非法入侵；章节=系统安全与保护
非连续分配,内存管理实体,1,非连续分配,os.txt,非连续分配,非连续分配,内存管理与虚拟内存,非连续分配,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=非连续分配；章节=内存管理与虚拟内存
页框,资源与硬件实体,1,页框,os.txt,页框,页框,内存管理与虚拟内存,页框,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=页框；章节=内存管理与虚拟内存
页表,资源与硬件实体,1,页表,os.txt,页表,页表,内存管理与虚拟内存,页表,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=页表；章节=内存管理与虚拟内存
页面调度,资源与硬件实体,1,页面调度,os.txt,页面调度,页面调度,内存管理与虚拟内存,页面调度,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=页面调度；章节=内存管理与虚拟内存
