head,relation,tail,head_type,tail_type,evidence,pattern_name,section_title,source_file,confidence,method
CMS,used_for,浮动垃圾,垃圾回收器实体,垃圾回收核心概念实体,CMS产生浮动垃圾过多时会退化为serial old，效率低，因为在上图的第四阶段，CMS清除垃圾时是并发清除的，这个时候，垃圾回收线程和用户线程同时工作会产生浮动垃圾，也就意味着CMS垃圾回收器必须预留一部分内存空间用于存放浮动垃圾,用途关系,使用ThreadLocal,JVM.txt,0.74,rule_pattern_sentence_level
JVM,used_for,对象实例,领域实体,对象与字符串相关实体,Java堆（Heap）是Java虚拟机（JVM）中内存管理的一个重要区域，主要用于存放对象实例和数组,用途关系,全文,JVM.txt,0.74,rule_pattern_sentence_level
内存碎片,implemented_by,G1,场景与问题实体,垃圾回收器实体,G1(Garbage First)收集器 (标记-整理算法)： Java堆并行收集器，G1收集器是JDK1.7提供的一个新收集器，G1收集器基于“标记-整理”算法实现，也就是说不会产生内存碎片,实现关系,使用ThreadLocal,JVM.txt,0.74,rule_pattern_sentence_level
虚引用也,is_a,PhantomReference,引用类型实体,引用类型实体,虚引用也被称作幻影引用，是最弱的引用关系，可以用PhantomReference来描述，他必须和ReferenceQueue一起使用，同样的当发生GC的时候，虚引用也会被回收,上下位关系,全文,JVM.txt,0.74,rule_pattern_sentence_level
垃圾回收,has_part,可达性分析,领域实体,垃圾回收核心概念实体,在Java中，判断对象是否为垃圾（即不再被使用，可以被垃圾回收器回收）主要依据两种主流的垃圾回收算法来实现：引用计数法和可达性分析算法,枚举结构关系,使用ThreadLocal,JVM.txt,0.738,rule_pattern_sentence_level
并发标记,has_part,GC Roots,垃圾回收算法实体,垃圾回收核心概念实体,并发标记阶段：并发标记阶段是指从GC Roots开始对堆中对象进行可达性分析，找出存活对象,枚举结构关系,使用ThreadLocal,JVM.txt,0.738,rule_pattern_sentence_level
标记-整理算法,has_part,存活对象,垃圾回收算法实体,垃圾回收核心概念实体,标记-整理算法：复制算法在 GC 之后存活对象较少的情况下效率比较高，但如果存活对象比较多时，会执行较多的复制操作，效率就会下降,枚举结构关系,使用ThreadLocal,JVM.txt,0.738,rule_pattern_sentence_level
常量,has_part,符号引用,方法区与元数据相关实体,方法区与元数据相关实体,常量池：存储类和接口中的常量，包括字面值常量、符号引用，以及运行时常量池,整体部分关系,全文,JVM.txt,0.736,rule_pattern_sentence_level
常量池,has_part,常量,方法区与元数据相关实体,方法区与元数据相关实体,常量池：存储类和接口中的常量，包括字面值常量、符号引用，以及运行时常量池,枚举结构关系,全文,JVM.txt,0.736,rule_pattern_sentence_level
新生代,is_a,G1,堆结构实体,垃圾回收器实体,标记-复制算法应用在CMS新生代（ParNew是CMS默认的新生代垃圾回收器）和G1垃圾回收器中,上下位关系,使用ThreadLocal,JVM.txt,0.736,rule_pattern_sentence_level
元空间,is_a,JVM,内存区域实体,领域实体,根据 JDK 8 规范，JVM 运行时内存共分为虚拟机栈、堆、元空间、程序计数器、本地方法栈五个部分,上位包含关系,全文,JVM.txt,0.734,rule_pattern_sentence_level
方法区,used_for,符号引用,内存区域实体,方法区与元数据相关实体,运行时常量池：是方法区的一部分，用于存放编译期生成的各种字面量和符号引用，具有动态性，运行时也可将新的常量放入池中,用途关系,全文,JVM.txt,0.734,rule_pattern_sentence_level
清理阶段,is_a,G1,垃圾回收算法实体,垃圾回收器实体,G1的混合回收过程可以分为标记阶段、清理阶段和复制阶段,上位包含关系,使用ThreadLocal,JVM.txt,0.734,rule_pattern_sentence_level
运行时常量池,is_a,常量,内存区域实体,方法区与元数据相关实体,常量池：存储类和接口中的常量，包括字面值常量、符号引用，以及运行时常量池,上位包含关系,全文,JVM.txt,0.734,rule_pattern_sentence_level
Humongous Objects,has_part,G1,堆结构实体,垃圾回收器实体,大对象区（Large Object Space / Humongous Objects）:在某些JVM实现中（如G1垃圾收集器），为大对象分配了专门的区域，称为大对象区或Humongous Objects区域,枚举结构关系,全文,JVM.txt,0.732,rule_pattern_sentence_level
分代回收,has_part,新生代,垃圾回收核心概念实体,堆结构实体,分代回收算法：分代收集是将内存划分成了新生代和老年代,枚举结构关系,使用ThreadLocal,JVM.txt,0.732,rule_pattern_sentence_level
标记-整理算法,has_part,Serial,垃圾回收算法实体,垃圾回收器实体,Serial Old收集器 (标记-整理算法): 老年代单线程收集器，Serial收集器的老年代版本,枚举结构关系,使用ThreadLocal,JVM.txt,0.732,rule_pattern_sentence_level
G1,is_a,内存碎片,垃圾回收器实体,场景与问题实体,G1(Garbage First)收集器 (标记-整理算法)： Java堆并行收集器，G1收集器是JDK1.7提供的一个新收集器，G1收集器基于“标记-整理”算法实现，也就是说不会产生内存碎片,上下位关系,使用ThreadLocal,JVM.txt,0.73,rule_pattern_sentence_level
ThreadLocal,is_a,线程,代码与容器实体,线程与私有性相关实体,ThreadLocal提供了线程本地变量，它可以保证访问到的变量属于当前线程，每个线程都保存有一个变量副本，每个线程的变量都不同,上下位关系,使用ThreadLocal,JVM.txt,0.73,rule_pattern_sentence_level
初始化,is_a,字符串对象,类加载过程实体,对象与字符串相关实体,首先，我们看到这个代码中有一个new关键字，我们知道new指令是创建一个类的实例对象并完成加载初始化的，因此这个字符串对象是在运行期才能确定的，创建的字符串对象是在堆内存上,上下位关系,全文,JVM.txt,0.73,rule_pattern_sentence_level
垃圾回收,is_a,类信息,领域实体,方法区与元数据相关实体,虽然方法区中的垃圾回收与堆有所不同，但是同样存在对不再需要的常量、无用的类信息等进行清理的过程,上下位关系,使用ThreadLocal,JVM.txt,0.73,rule_pattern_sentence_level
运行时常量池,used_for,字面量,内存区域实体,对象与字符串相关实体,运行时常量池：是方法区的一部分，用于存放编译期生成的各种字面量和符号引用，具有动态性，运行时也可将新的常量放入池中,用途关系,全文,JVM.txt,0.728,rule_pattern_sentence_level
Survivor 区,is_a,新生代,堆结构实体,堆结构实体,从内存回收角度，堆被划分为新生代和老年代，新生代又分为 Eden 区和两个 Survivor 区（From Survivor 和 To Survivor）,上位包含关系,全文,JVM.txt,0.726,rule_pattern_sentence_level
ThreadLocalMap,used_for,key,代码与容器实体,代码与容器实体,ThreadLocalMap使用ThreadLocal的弱引用作为key，如果一个ThreadLocal没有外部强引用来引用它，那么系统GC时，这个ThreadLocal势必会被回收，这样一来，ThreadLocalMap中就会出现key为null的Entry，就没有办法访问这些key为null的Entry的value,用途关系,使用ThreadLocal,JVM.txt,0.726,rule_pattern_sentence_level
标记-整理算法,has_part,G1,垃圾回收算法实体,垃圾回收器实体,G1(Garbage First)收集器 (标记-整理算法)： Java堆并行收集器，G1收集器是JDK1.7提供的一个新收集器，G1收集器基于“标记-整理”算法实现，也就是说不会产生内存碎片,枚举结构关系,使用ThreadLocal,JVM.txt,0.726,rule_pattern_sentence_level
JVM,is_a,堆外内存,领域实体,内存区域实体,直接内存：不属于 JVM 运行时数据区的一部分，通过 NIO 类引入，是一种堆外内存，可以显著提高 I/O 性能,上下位关系,全文,JVM.txt,0.724,rule_pattern_sentence_level
复制算法,is_a,垃圾回收,垃圾回收算法实体,领域实体,标记-复制算法应用在CMS新生代（ParNew是CMS默认的新生代垃圾回收器）和G1垃圾回收器中,上下位关系,使用ThreadLocal,JVM.txt,0.724,rule_pattern_sentence_level
方法调用,is_a,数组,栈与栈帧相关实体,对象与字符串相关实体,在JVM内存模型中，栈（Stack）主要用于管理线程的局部变量和方法调用的上下文，而堆（Heap）则是用于存储所有类的实例和数组,上下位关系,全文,JVM.txt,0.724,rule_pattern_sentence_level
符号引用,is_a,字面量,方法区与元数据相关实体,对象与字符串相关实体,符号引用是以一组符号来描述所引用的目标，符号可以是任何形式的字面量，只要使用的时候可以无歧义地定位到目标即可,上下位关系,使用ThreadLocal,JVM.txt,0.724,rule_pattern_sentence_level
运行时常量池,is_a,符号引用,内存区域实体,方法区与元数据相关实体,运行时常量池：是方法区的一部分，用于存放编译期生成的各种字面量和符号引用，具有动态性，运行时也可将新的常量放入池中,上下位关系,全文,JVM.txt,0.724,rule_pattern_sentence_level
Full GC,is_a,Stop The World,垃圾回收核心概念实体,垃圾回收核心概念实体,特点：Full GC是最昂贵的操作，因为它需要停止所有的工作线程（Stop The World），遍历整个堆内存来查找和回收不再使用的对象，因此应尽量减少Full GC的触发,上下位关系,使用ThreadLocal,JVM.txt,0.722,rule_pattern_sentence_level
双亲委派,is_a,类加载,领域实体,领域实体,Java 中的 “双亲委派” 是类加载机制的核心原则，简单说就是 「一个类加载器要加载类时，先让父加载器去尝试加载，只有父加载器加载不了，自己才会去加载」,上下位关系,使用ThreadLocal,JVM.txt,0.722,rule_pattern_sentence_level
G1,depends_on,内存碎片,垃圾回收器实体,场景与问题实体,G1(Garbage First)收集器 (标记-整理算法)： Java堆并行收集器，G1收集器是JDK1.7提供的一个新收集器，G1收集器基于“标记-整理”算法实现，也就是说不会产生内存碎片,依赖关系,使用ThreadLocal,JVM.txt,0.72,rule_pattern_sentence_level
G1,depends_on,大对象,垃圾回收器实体,对象与字符串相关实体,"算法： G1 基于标记--整理算法, 不会产生空间碎片，在分配大对象时，不会因无法得到连续的空间，而提前触发一次 FULL GC",依赖关系,使用ThreadLocal,JVM.txt,0.72,rule_pattern_sentence_level
可达性分析,has_part,虚拟机栈,垃圾回收核心概念实体,内存区域实体,最经典的是 「可达性分析」：以 GC Roots（比如虚拟机栈里的局部变量、静态变量、常量等）为起点，遍历对象的引用链，如果某个对象从 GC Roots 出发不可达，就会被标记为可回收对象,枚举结构关系,使用ThreadLocal,JVM.txt,0.72,rule_pattern_sentence_level
静态变量,has_part,类初始化,方法区与元数据相关实体,类加载过程实体,静态变量：存储类的静态变量，这些变量在类初始化的时候被赋值,枚举结构关系,全文,JVM.txt,0.72,rule_pattern_sentence_level
CMS,is_a,内存碎片,垃圾回收器实体,场景与问题实体,CMS收集器是使用“标记-清除”算法进行的垃圾回收，容易产生内存碎片,上下位关系,使用ThreadLocal,JVM.txt,0.718,rule_pattern_sentence_level
String,is_a,扩展类加载器,对象与字符串相关实体,领域实体,具体来说，Java 的类加载器有一套默认的层级结构：最顶层是Bootstrap ClassLoader（启动类加载器，负责加载 JDK 核心类，如java.lang.String），往下是Extension ClassLoader（扩展类加载器，加载 JDK 扩展目录的类），再往下是AppClassLoader（应用类加载器，加载我们自己写的类和第三方 jar 包），我们也可以自定义类加载器，放在最下层,上下位关系,使用ThreadLocal,JVM.txt,0.718,rule_pattern_sentence_level
使用,causes,OutOfMemoryError,类加载过程实体,异常与错误实体,直接内存的使用受到本机总内存的限制，若分配不当，可能导致 OutOfMemoryError 异常,因果关系,全文,JVM.txt,0.718,rule_pattern_sentence_level
加载阶段,is_a,类加载过程,类加载过程实体,领域实体,加载阶段是用户参与的阶段，我们可以自定义类加载器，去实现自己的类加载过程,上下位关系,使用ThreadLocal,JVM.txt,0.718,rule_pattern_sentence_level
双亲委派模型,is_a,加载,领域实体,类加载过程实体,再来谈谈双亲委派模型，简单说就是当类加载器（Class-Loader）试图加载某个类型的时候，除非父加载器找不到相应类型，否则尽量将这个任务代理给当前加载器的父加载器去做,上下位关系,使用ThreadLocal,JVM.txt,0.718,rule_pattern_sentence_level
栈帧,causes,栈溢出,栈与栈帧相关实体,场景与问题实体,如果递归没有正确的终止条件，栈帧会不断累积，最终超过虚拟机栈的最大容量，导致栈溢出,因果关系,全文,JVM.txt,0.718,rule_pattern_sentence_level
运行时常量池,part_of,字面量,内存区域实体,对象与字符串相关实体,运行时常量池：是方法区的一部分，用于存放编译期生成的各种字面量和符号引用，具有动态性，运行时也可将新的常量放入池中,部分整体关系,全文,JVM.txt,0.718,rule_pattern_sentence_level
连接,causes,OutOfMemoryError,类加载过程实体,异常与错误实体,这些未正常关闭的连接，如果不进行处理，轻则影响程序性能，重则导致OutOfMemoryError异常发生,因果关系,未关闭的资源,JVM.txt,0.718,rule_pattern_sentence_level
JVM内存模型,used_for,方法调用,领域实体,栈与栈帧相关实体,在JVM内存模型中，栈（Stack）主要用于管理线程的局部变量和方法调用的上下文，而堆（Heap）则是用于存储所有类的实例和数组,用途关系,全文,JVM.txt,0.716,rule_pattern_sentence_level
Java 虚拟机,used_for,对象实例,领域实体,对象与字符串相关实体,Java堆（Heap）是Java虚拟机（JVM）中内存管理的一个重要区域，主要用于存放对象实例和数组,用途关系,全文,JVM.txt,0.716,rule_pattern_sentence_level
Java 虚拟机栈,used_for,操作数栈,领域实体,栈与栈帧相关实体,栈帧创建：在调用一个方法前，JVM会在当前线程的Java虚拟机栈中为该方法分配一个新的栈帧，用于存储局部变量表、操作数栈、动态链接、方法出口等信息,用途关系,全文,JVM.txt,0.716,rule_pattern_sentence_level
ThreadLocalMap,is_a,value,代码与容器实体,代码与容器实体,ThreadLocal的实现中，每个Thread维护一个ThreadLocalMap映射表，key是ThreadLocal实例本身，value是真正需要存储的Object,上下位关系,使用ThreadLocal,JVM.txt,0.716,rule_pattern_sentence_level
Young GC,is_a,gc,垃圾回收核心概念实体,领域实体,根据其作用范围和触发条件的不同，可以将GC分为三种类型：Minor GC（也称为Young GC）、Major GC（有时也称为Old GC）、以及Full GC,上位包含关系,使用ThreadLocal,JVM.txt,0.716,rule_pattern_sentence_level
常量池缓存,used_for,使用,方法区与元数据相关实体,类加载过程实体,常量池缓存：用于提升类加载的效率，将常用的常量缓存起来方便使用,用途关系,全文,JVM.txt,0.716,rule_pattern_sentence_level
G1,has_part,新生代,垃圾回收器实体,堆结构实体,此外，G1收集器不同于之前的收集器的一个重要特点是：G1回收的范围是整个Java堆(包括新生代，老年代)，而前六种收集器回收的范围仅限于新生代或老年代,整体部分关系,使用ThreadLocal,JVM.txt,0.714,rule_pattern_sentence_level
复制算法,has_part,Serial,垃圾回收算法实体,垃圾回收器实体,ParNew收集器 (复制算法): 新生代收并行集器，实际上是Serial收集器的多线程版本，在多核CPU环境下有着比Serial更好的表现,枚举结构关系,使用ThreadLocal,JVM.txt,0.714,rule_pattern_sentence_level
常量,has_part,运行时常量池,方法区与元数据相关实体,内存区域实体,常量池：存储类和接口中的常量，包括字面值常量、符号引用，以及运行时常量池,整体部分关系,全文,JVM.txt,0.714,rule_pattern_sentence_level
栈帧,used_for,方法出口,栈与栈帧相关实体,栈与栈帧相关实体,每个方法在执行时都会创建一个栈帧，用于存储局部变量表、操作数栈、动态链接、方法出口等信息,用途关系,全文,JVM.txt,0.714,rule_pattern_sentence_level
简化了加载流程,has_part,类加载,类加载过程实体,领域实体,简化了加载流程：通过委派，大部分类能够被正确的类加载器加载，减少了每个加载器需要处理的类的数量，简化了类的加载过程，提高了加载效率,枚举结构关系,使用ThreadLocal,JVM.txt,0.714,rule_pattern_sentence_level
类加载,has_part,Bootstrap ClassLoader,领域实体,类加载器实体,具体来说，Java 的类加载器有一套默认的层级结构：最顶层是Bootstrap ClassLoader（启动类加载器，负责加载 JDK 核心类，如java.lang.String），往下是Extension ClassLoader（扩展类加载器，加载 JDK 扩展目录的类），再往下是AppClassLoader（应用类加载器，加载我们自己写的类和第三方 jar 包），我们也可以自定义类加载器，放在最下层,枚举结构关系,使用ThreadLocal,JVM.txt,0.714,rule_pattern_sentence_level
JProfiler,is_a,内存泄漏,工具与排查实体,领域实体,分析快照文件：使用 MAT（Memory Analyzer Tool）或 JProfiler 等工具分析快照，重点看哪些对象占用了大量内存、是否存在内存泄漏（如对象长期被无用引用持有，无法回收）,上下位关系,全文,JVM.txt,0.712,rule_pattern_sentence_level
Java 堆,is_a,G1,内存区域实体,垃圾回收器实体,G1(Garbage First)收集器 (标记-整理算法)： Java堆并行收集器，G1收集器是JDK1.7提供的一个新收集器，G1收集器基于“标记-整理”算法实现，也就是说不会产生内存碎片,上下位关系,使用ThreadLocal,JVM.txt,0.712,rule_pattern_sentence_level
加载,is_a,字符串对象,类加载过程实体,对象与字符串相关实体,首先，我们看到这个代码中有一个new关键字，我们知道new指令是创建一个类的实例对象并完成加载初始化的，因此这个字符串对象是在运行期才能确定的，创建的字符串对象是在堆内存上,上下位关系,全文,JVM.txt,0.712,rule_pattern_sentence_level
双亲委派,is_a,加载,领域实体,类加载过程实体,Java 中的 “双亲委派” 是类加载机制的核心原则，简单说就是 「一个类加载器要加载类时，先让父加载器去尝试加载，只有父加载器加载不了，自己才会去加载」,上下位关系,使用ThreadLocal,JVM.txt,0.712,rule_pattern_sentence_level
新生代,causes,Minor GC,堆结构实体,垃圾回收核心概念实体,如果将大对象分配到新生代，可能会很快导致新生代空间不足，从而频繁触发 Minor GC,因果关系,全文,JVM.txt,0.712,rule_pattern_sentence_level
验证,is_a,JVM,类加载过程实体,领域实体,验证（Verification），这是虚拟机安全的重要保障，JVM 需要核验字节信息是符合 Java 虚拟机规范的，否则就被认为是 VerifyError，这样就防止了恶意信息或者不合规的信息危害 JVM 的运行，验证阶段有可能触发更多 class 的加载,上下位关系,使用ThreadLocal,JVM.txt,0.712,rule_pattern_sentence_level
JVM,used_for,数组,领域实体,对象与字符串相关实体,Java堆（Heap）是Java虚拟机（JVM）中内存管理的一个重要区域，主要用于存放对象实例和数组,用途关系,全文,JVM.txt,0.71,rule_pattern_sentence_level
ParNew,is_a,Serial,垃圾回收器实体,垃圾回收器实体,ParNew收集器 (复制算法): 新生代收并行集器，实际上是Serial收集器的多线程版本，在多核CPU环境下有着比Serial更好的表现,上下位关系,使用ThreadLocal,JVM.txt,0.71,rule_pattern_sentence_level
new 指令,is_a,字符串对象,对象与字符串相关实体,对象与字符串相关实体,首先，我们看到这个代码中有一个new关键字，我们知道new指令是创建一个类的实例对象并完成加载初始化的，因此这个字符串对象是在运行期才能确定的，创建的字符串对象是在堆内存上,上下位关系,全文,JVM.txt,0.71,rule_pattern_sentence_level
使用,used_for,ThreadLocal,类加载过程实体,代码与容器实体,ThreadLocalMap使用ThreadLocal的弱引用作为key，如果一个ThreadLocal没有外部强引用来引用它，那么系统GC时，这个ThreadLocal势必会被回收，这样一来，ThreadLocalMap中就会出现key为null的Entry，就没有办法访问这些key为null的Entry的value,用途关系,使用ThreadLocal,JVM.txt,0.71,rule_pattern_sentence_level
可达性分析,is_a,标记-清除算法,垃圾回收核心概念实体,垃圾回收算法实体,标记-清除算法：标记-清除算法分为“标记”和“清除”两个阶段，首先通过可达性分析，标记出所有需要回收的对象，然后统一回收所有被标记的对象,上位包含关系,使用ThreadLocal,JVM.txt,0.71,rule_pattern_sentence_level
程序计数器,is_a,JVM,内存区域实体,领域实体,根据 JDK 8 规范，JVM 运行时内存共分为虚拟机栈、堆、元空间、程序计数器、本地方法栈五个部分,上位包含关系,全文,JVM.txt,0.71,rule_pattern_sentence_level
老年代,is_a,G1,堆结构实体,垃圾回收器实体,此外，G1收集器不同于之前的收集器的一个重要特点是：G1回收的范围是整个Java堆(包括新生代，老年代)，而前六种收集器回收的范围仅限于新生代或老年代,上位包含关系,使用ThreadLocal,JVM.txt,0.71,rule_pattern_sentence_level
分代回收,has_part,老年代,垃圾回收核心概念实体,堆结构实体,分代回收算法：分代收集是将内存划分成了新生代和老年代,枚举结构关系,使用ThreadLocal,JVM.txt,0.708,rule_pattern_sentence_level
常量,is_a,常量池,方法区与元数据相关实体,方法区与元数据相关实体,常量池：存储类和接口中的常量，包括字面值常量、符号引用，以及运行时常量池,上位包含关系,全文,JVM.txt,0.708,rule_pattern_sentence_level
栈帧创建,has_part,线程,栈与栈帧相关实体,线程与私有性相关实体,栈帧创建：在调用一个方法前，JVM会在当前线程的Java虚拟机栈中为该方法分配一个新的栈帧，用于存储局部变量表、操作数栈、动态链接、方法出口等信息,枚举结构关系,全文,JVM.txt,0.708,rule_pattern_sentence_level
运行时常量池,has_part,类加载,内存区域实体,领域实体,运行时常量池：存储着在类文件中的常量池数据，在类加载后在方法区生成该运行时常量池,枚举结构关系,全文,JVM.txt,0.708,rule_pattern_sentence_level
复制阶段,is_a,G1,垃圾回收算法实体,垃圾回收器实体,G1的混合回收过程可以分为标记阶段、清理阶段和复制阶段,上位包含关系,使用ThreadLocal,JVM.txt,0.704,rule_pattern_sentence_level
方法调用,used_for,数组,栈与栈帧相关实体,对象与字符串相关实体,在JVM内存模型中，栈（Stack）主要用于管理线程的局部变量和方法调用的上下文，而堆（Heap）则是用于存储所有类的实例和数组,用途关系,全文,JVM.txt,0.704,rule_pattern_sentence_level
类加载,is_a,启动类加载器,领域实体,领域实体,这些类加载器之间的关系形成了双亲委派模型，其核心思想是当一个类加载器收到类加载的请求时，首先不会自己去尝试加载这个类，而是把这个请求委派给父类加载器去完成，每一层次的类加载器都是如此，因此所有的加载请求最终都应该传送到顶层的启动类加载器中,上下位关系,使用ThreadLocal,JVM.txt,0.704,rule_pattern_sentence_level
运行时常量池,used_for,符号引用,内存区域实体,方法区与元数据相关实体,运行时常量池：是方法区的一部分，用于存放编译期生成的各种字面量和符号引用，具有动态性，运行时也可将新的常量放入池中,用途关系,全文,JVM.txt,0.704,rule_pattern_sentence_level
Survivor 区,is_a,老年代,堆结构实体,堆结构实体,从内存回收角度，堆被划分为新生代和老年代，新生代又分为 Eden 区和两个 Survivor 区（From Survivor 和 To Survivor）,上位包含关系,全文,JVM.txt,0.702,rule_pattern_sentence_level
标记-整理算法,has_part,Parallel Scavenge,垃圾回收算法实体,垃圾回收器实体,Parallel Old收集器 (标记-整理算法)： 老年代并行收集器，吞吐量优先，Parallel Scavenge收集器的老年代版本,枚举结构关系,使用ThreadLocal,JVM.txt,0.702,rule_pattern_sentence_level
new 指令,is_a,符号引用,对象与字符串相关实体,方法区与元数据相关实体,类加载检查：虚拟机遇到一条 new 指令时，首先将去检查这个指令的参数是否能在常量池中定位到一个类的符号引用，并且检查这个符号引用代表的类是否已被加载过、解析和初始化过,上下位关系,使用ThreadLocal,JVM.txt,0.7,rule_pattern_sentence_level
内存溢出,has_part,JVM,领域实体,领域实体,内存溢出：内存溢出是指Java虚拟机（JVM）在申请内存时，无法找到足够的内存，最终引发OutOfMemoryError,枚举结构关系,全文,JVM.txt,0.7,rule_pattern_sentence_level
初始标记阶段,is_a,STW,垃圾回收算法实体,垃圾回收核心概念实体,初始标记阶段：初始标记阶段是指从GC Roots出发标记全部直接子节点的过程，该阶段是STW的,上下位关系,使用ThreadLocal,JVM.txt,0.7,rule_pattern_sentence_level
并发标记,is_a,存活对象,垃圾回收算法实体,垃圾回收核心概念实体,并发标记阶段：并发标记阶段是指从GC Roots开始对堆中对象进行可达性分析，找出存活对象,上下位关系,使用ThreadLocal,JVM.txt,0.7,rule_pattern_sentence_level
直接内存,causes,OutOfMemoryError,内存区域实体,异常与错误实体,直接内存的使用受到本机总内存的限制，若分配不当，可能导致 OutOfMemoryError 异常,因果关系,全文,JVM.txt,0.7,rule_pattern_sentence_level
线程,is_a,程序计数器,线程与私有性相关实体,内存区域实体,我们考虑一下，如果在线程切换的过程中，下一条指令执行到哪里了，是不是还是会用到我们的程序计数器啊,上下位关系,全文,JVM.txt,0.7,rule_pattern_sentence_level
CMS,is_a,G1,垃圾回收器实体,垃圾回收器实体,标记-复制算法应用在CMS新生代（ParNew是CMS默认的新生代垃圾回收器）和G1垃圾回收器中,上下位关系,使用ThreadLocal,JVM.txt,0.698,rule_pattern_sentence_level
CMS,is_a,ParNew,垃圾回收器实体,垃圾回收器实体,CMS收集器是老年代的收集器，可以配合新生代的Serial和ParNew收集器一起使用,上下位关系,使用ThreadLocal,JVM.txt,0.698,rule_pattern_sentence_level
线程,used_for,局部变量表,线程与私有性相关实体,栈与栈帧相关实体,栈帧创建：在调用一个方法前，JVM会在当前线程的Java虚拟机栈中为该方法分配一个新的栈帧，用于存储局部变量表、操作数栈、动态链接、方法出口等信息,用途关系,全文,JVM.txt,0.698,rule_pattern_sentence_level
gc,has_part,Young GC,领域实体,垃圾回收核心概念实体,根据其作用范围和触发条件的不同，可以将GC分为三种类型：Minor GC（也称为Young GC）、Major GC（有时也称为Old GC）、以及Full GC,枚举结构关系,使用ThreadLocal,JVM.txt,0.696,rule_pattern_sentence_level
静态集合,has_part,ArrayList,场景与问题实体,代码与容器实体,静态集合：使用静态数据结构（如HashMap或ArrayList）存储对象，且未清理,枚举结构关系,全文,JVM.txt,0.696,rule_pattern_sentence_level
元空间,is_a,内存溢出,内存区域实体,领域实体,元空间并不在Java堆中，而是使用本地内存，这解决了永久代容易出现的内存溢出问题,上下位关系,全文,JVM.txt,0.694,rule_pattern_sentence_level
加载,is_a,Extension ClassLoader,类加载过程实体,类加载器实体,具体来说，Java 的类加载器有一套默认的层级结构：最顶层是Bootstrap ClassLoader（启动类加载器，负责加载 JDK 核心类，如java.lang.String），往下是Extension ClassLoader（扩展类加载器，加载 JDK 扩展目录的类），再往下是AppClassLoader（应用类加载器，加载我们自己写的类和第三方 jar 包），我们也可以自定义类加载器，放在最下层,上下位关系,使用ThreadLocal,JVM.txt,0.694,rule_pattern_sentence_level
局部变量,is_a,数组,栈与栈帧相关实体,对象与字符串相关实体,在JVM内存模型中，栈（Stack）主要用于管理线程的局部变量和方法调用的上下文，而堆（Heap）则是用于存储所有类的实例和数组,上下位关系,全文,JVM.txt,0.694,rule_pattern_sentence_level
常量池,is_a,加载,方法区与元数据相关实体,类加载过程实体,类加载检查：虚拟机遇到一条 new 指令时，首先将去检查这个指令的参数是否能在常量池中定位到一个类的符号引用，并且检查这个符号引用代表的类是否已被加载过、解析和初始化过,上下位关系,使用ThreadLocal,JVM.txt,0.694,rule_pattern_sentence_level
常量池缓存,has_part,常量,方法区与元数据相关实体,方法区与元数据相关实体,常量池缓存：用于提升类加载的效率，将常用的常量缓存起来方便使用,枚举结构关系,全文,JVM.txt,0.694,rule_pattern_sentence_level
符号引用,has_part,直接引用,方法区与元数据相关实体,方法区与元数据相关实体,符号引用：存储类和方法的符号引用，是一种直接引用不同于直接引用的引用类型,枚举结构关系,全文,JVM.txt,0.694,rule_pattern_sentence_level
运行时常量池,part_of,符号引用,内存区域实体,方法区与元数据相关实体,运行时常量池：是方法区的一部分，用于存放编译期生成的各种字面量和符号引用，具有动态性，运行时也可将新的常量放入池中,部分整体关系,全文,JVM.txt,0.694,rule_pattern_sentence_level
G1,has_part,老年代,垃圾回收器实体,堆结构实体,此外，G1收集器不同于之前的收集器的一个重要特点是：G1回收的范围是整个Java堆(包括新生代，老年代)，而前六种收集器回收的范围仅限于新生代或老年代,整体部分关系,使用ThreadLocal,JVM.txt,0.69,rule_pattern_sentence_level
栈帧创建,has_part,Java 虚拟机栈,栈与栈帧相关实体,领域实体,栈帧创建：在调用一个方法前，JVM会在当前线程的Java虚拟机栈中为该方法分配一个新的栈帧，用于存储局部变量表、操作数栈、动态链接、方法出口等信息,枚举结构关系,全文,JVM.txt,0.69,rule_pattern_sentence_level
栈溢出,implemented_by,树形结构遍历,场景与问题实体,场景与问题实体,举个实际例子：曾遇到一个树形结构遍历的方法，因节点层级极深（超过 10 万层）且用递归实现，导致栈溢出,实现关系,全文,JVM.txt,0.69,rule_pattern_sentence_level
符号引用,is_a,常量池,方法区与元数据相关实体,方法区与元数据相关实体,常量池：存储类和接口中的常量，包括字面值常量、符号引用，以及运行时常量池,上位包含关系,全文,JVM.txt,0.69,rule_pattern_sentence_level
常量,is_a,String,方法区与元数据相关实体,对象与字符串相关实体,所以，如果abc这个字符串常量不存在，则创建两个对象，分别是abc这个字符串常量，以及new String这个实例对象,上下位关系,全文,JVM.txt,0.688,rule_pattern_sentence_level
新生代,causes,大对象,堆结构实体,对象与字符串相关实体,大对象通常需要连续的内存空间，如果在新生代中频繁分配和回收大对象，容易产生内存碎片，导致后续分配大对象时可能因为内存不连续而失败,因果关系,全文,JVM.txt,0.688,rule_pattern_sentence_level
栈溢出,is_a,JVM,场景与问题实体,领域实体,栈溢出（java.lang.StackOverflowError）是 JVM 中另一种常见的内存错误，和堆溢出的原理与场景截然不同,上下位关系,全文,JVM.txt,0.688,rule_pattern_sentence_level
